# NEAD 1.0 UTF-8
# [METADATA]
# station_id       = AWS17
# latitude         = -65.9333
# longitude        = -61.85
# altitude         = 73
# nodata           = 
# field_delimiter  = ,
# tz               = 0
# doi              = 
# [FIELDS]
# fields           = 
time,t,t2m,q,q2m,rh,rh2m,ff,ff10m,ffmax,ffdir,p,SWd,SWu,LWd,LWu,Tsub1a,Tsub2a,Tsub3a,Tsub4a,Tsub5a,Tsub1b,Tsub2b,Tsub3b,Tsub4b,Tsub5b,z_surf,z_surf_filtered,cum_surface_height_zboom,z_u,Vbat,TCNR,Tlogger,LAT,LON,alb,Ts_obs,SHFdown,LHFdown,GHFup,cloud_cover,LWu_mod,SHFdown_mod,LHFdown_mod,GHFup_mod,Ts_mod,meltE,melt,cumulative_melt,sublimation,accumulation,LWC,LWC_10cm,Tsmax,Tmax,pnan_SEB,pnan_AWS
# units            = -,DegreeC,DegreeC,g/kg,g/kg,%,%,m/s,m/s,m/s,deg,hPa,W/m^2,W/m^2,W/m^2,W/m^2,DegreeC,DegreeC,DegreeC,DegreeC,DegreeC,DegreeC,DegreeC,DegreeC,DegreeC,DegreeC,m,m,m,m,V,DegreeC,DegreeC,deg,deg,-,DegreeC,W/m^2,W/m^2,W/m^2,-,W/m^2,W/m^2,W/m^2,W/m^2,DegreeC,W/m^2,kg/m^2/dt,kg/m^2,kg/m^2/dt,kg/m^2/dt,kg/m^2,kg/m^2,degreeC,degreeC,-,-
# [DATA]
2011-02-19,-1.641,-1.721, 2.862, 2.889,84.483,84.342, 3.689, 4.127, 5.055,47.767,980.317,331.462,259.391,272.244,306.714,-2.756,-3.394,-4.108,-3.578,-3.376,,,,,,,, 0.000, 4.000,14.277, 1.508,,,, 0.782,-2.108, 3.702,-8.877,-6.317, 0.730,309.788,-2.326,-13.931,-9.250,-1.277, 0.000, 0.000, 0.000,-0.018, 0.000, 0.000, 0.000,-1.840,-1.641,6,6
2011-02-20,-3.544,-3.852, 2.586, 2.567,89.729,87.987, 2.986, 3.159, 4.210,161.133,986.137,230.189,188.870,250.592,295.806,-3.381,-3.452,-3.780,-3.495,-3.516,,,,,,,, 0.000, 4.000,14.223, 0.667,,,, 0.826,-4.718, 3.401,-3.190, 4.233, 0.406,294.790, 3.974,-3.229, 4.753,-4.647, 0.000, 0.000, 0.000,-0.004, 0.000, 0.000, 0.000,-1.700,-3.544,24,24
2011-02-21,-7.247,-6.951, 2.056, 2.127,99.431,93.543, 0.856, 0.923, 1.608,118.771,999.942,166.963,142.722,286.649,289.493,-4.138,-3.992,-4.042,-3.502,-3.513,,,,,,,, 0.000, 4.000,14.203,-3.672,,,, 0.858,-5.649,-4.799,-4.064, 0.427, 0.987,295.394,-9.268,-7.033,-1.348,-4.514, 0.000, 0.000, 0.000,-0.009, 0.000, 0.000, 0.000,-3.110,-7.247,24,24
2011-02-22,-4.113,-4.018, 2.594, 2.610,95.821,91.908, 3.243, 3.571, 4.763,145.046,998.483,222.186,187.141,276.428,298.206,-2.567,-2.822,-3.339,-3.459,-3.538,,,,,,,, 0.000, 4.000,14.195,-1.742,,,, 0.840,-4.053, 0.118,-5.220, 1.770, 0.703,299.318,-3.562,-7.688, 4.566,-3.622, 2.898, 0.024, 0.220,-0.010, 0.000, 0.020, 0.020,-0.840,-4.113,24,24
2011-02-23,-0.982,-0.774, 2.782, 2.845,78.263,76.256, 4.355, 4.809, 6.539,75.125,992.438,202.885,164.783,274.269,299.325,-3.112,-3.045,-3.319,-3.365,-3.517,,,,,,, 3.989, 0.000, 4.000,14.200, 0.387,,,, 0.808,-3.288,17.074,-5.385,-2.997, 0.628,300.868,17.271,-5.226,-0.874,-3.321,25.634, 0.272, 2.146,-0.006, 0.000, 1.123, 1.049, 0.440,-0.982,24,24
2011-02-24, 2.492, 2.109, 3.219, 3.220,68.667,69.118,10.127,10.859,13.868,269.679,971.217,200.224,157.507,261.363,313.329,-0.134, 0.170,-0.179,-1.494,-2.518,,,,,, 3.987, 3.989, 0.000, 4.000,14.242, 3.227,,,, 0.784,-0.588,45.066,-22.000, 6.877, 0.317,313.092,43.188,-22.178, 8.669,-0.556,19.577, 0.210, 9.840,-0.029, 0.000, 5.310, 3.418, 0.420, 2.492,24,24
2011-02-25,-0.795,-0.913, 2.740, 2.777,75.638,76.025, 3.598, 4.075, 5.159,197.346,973.567,173.825,134.685,267.712,305.236,-0.220, 0.193,-0.102,-0.473,-1.423,,,,,,, 3.988, 0.002, 3.998,14.228, 0.822,,,, 0.775,-2.348, 9.178,-9.777, 1.410, 0.513,307.404, 6.905,-11.821,15.382,-1.808, 9.035, 0.093,12.753,-0.015, 0.000, 4.229, 1.892,-0.360,-0.795,24,24
2011-02-26,-2.983,-3.068, 2.591, 2.600,84.357,82.428, 2.364, 2.360, 3.793,172.537,978.921,209.848,160.406,239.610,292.253,-2.657,-2.346,-2.215,-1.131,-1.365,,,,,,, 3.987, 0.003, 3.997,14.221,-0.346,,,, 0.762,-5.323, 7.629,-1.194, 5.677, 0.277,297.021, 4.165,-3.856,17.957,-4.194,10.235, 0.107,15.095,-0.005, 0.000, 1.512, 0.655, 0.160,-2.983,24,24
2011-02-27,-6.332,-6.604, 2.106, 2.095,92.281,88.050, 4.883, 5.379, 6.148,175.858,982.637,189.522,146.178,247.566,286.121,-2.954,-2.481,-2.571,-1.610,-1.708,,,,,,, 3.986, 0.004, 3.996,14.193,-5.115,,,, 0.773,-6.767, 0.949,-7.536, 7.397, 0.516,288.748,-6.929,-12.152,15.834,-6.030, 0.000, 0.000,16.920,-0.015, 0.000, 0.092, 0.092,-4.710,-6.332,24,24
2011-02-28,-6.067,-6.034, 2.275, 2.295,97.708,92.573, 2.786, 2.973, 3.897,208.200,983.367,163.584,132.201,275.519,290.791,-3.408,-3.028,-3.332,-2.520,-2.164,,,,,,, 3.984, 0.006, 3.994,14.160,-4.285,,,, 0.810,-5.657,-2.462,-4.916, 1.961, 0.786,292.919,-7.301,-8.339, 3.842,-5.085, 0.000, 0.000,16.920,-0.011, 0.000, 0.000, 0.000,-3.570,-6.067,24,24
2011-03-01,-6.819,-6.533, 2.175, 2.247,97.110,91.376, 1.508, 1.598, 3.126,162.221,985.571,138.159,114.455,275.618,285.468,-5.141,-4.784,-4.583,-3.182,-2.621,,,,,,, 3.983, 0.007, 3.993,14.168,-4.326,,,, 0.827,-6.552,-0.490,-1.872,-0.862, 0.859,291.116,-4.506,-4.572,-1.029,-5.532, 0.389, 0.004,16.937,-0.006, 0.000, 0.000, 0.000,-1.270,-6.819,24,24
2011-03-02,-5.893,-6.302, 2.258, 2.197,91.235,86.621, 6.344, 6.935, 8.073,189.471,975.171,148.469,123.847,266.331,288.700,-3.753,-3.437,-3.753,-3.336,-3.039,,,,,,, 3.981, 0.008, 3.992,14.182,-4.741,,,, 0.835,-6.507, 0.201,-11.354, 8.083, 0.670,286.723,-0.117,-11.311,10.078,-6.534, 0.000, 0.000,17.010,-0.014, 0.038, 0.000, 0.000,-2.170,-5.893,24,24
2011-03-03,-9.735,-9.659, 1.654, 1.681,96.643,88.675, 3.956, 4.680, 5.277,206.704,978.092,111.877,96.139,266.765,272.967,-6.800,-6.455,-6.047,-4.404,-3.457,,,,,,, 3.979, 0.012, 3.988,14.123,-8.585,,,, 0.860,-9.626,-2.523,-6.607, 4.832, 0.864,275.111,-6.071,-8.543, 4.696,-9.260, 0.000, 0.000,17.010,-0.010, 0.002, 0.000, 0.000,-5.670,-9.735,24,24
2011-03-04,-9.730,-9.797, 1.570, 1.580,92.245,84.722, 9.607,10.044,11.208,202.200,974.050,125.443,111.275,258.949,272.849,-6.666,-6.410,-6.324,-5.242,-4.124,,,,,, 3.976, 3.977, 0.012, 3.988,14.110,-8.912,,,, 0.889,-9.971, 0.518,-13.944, 6.657, 0.722,270.944, 4.942,-12.162, 8.082,-10.240, 0.000, 0.000,17.010,-0.016, 0.066, 0.000, 0.000,-8.620,-9.730,24,24
2011-03-05,-11.205,-10.921, 1.551, 1.612,98.172,88.959, 1.114, 1.206, 1.830,190.639,981.288,118.896,106.156,251.707,265.175,-9.559,-9.198,-8.565,-6.333,-4.735,,,,,,, 3.974, 0.018, 3.982,14.106,-9.011,,,, 0.894,-11.415, 0.044,-1.710, 0.675, 0.748,267.001,-0.278,-1.738, 0.974,-11.354, 0.000, 0.000,17.010,-0.002, 0.059, 0.000, 0.000,-4.370,-11.205,24,24
2011-03-06,-8.276,-8.473, 1.915, 1.891,98.483,91.068, 7.702, 8.850, 9.062,203.229,977.696,115.830,101.513,275.598,279.466,-6.466,-6.243,-6.561,-6.170,-5.244,,,,,, 3.962, 3.968, 0.024, 3.977,14.150,-7.679,,,, 0.874,-8.415,-2.201,-9.482, 4.160, 0.890,278.401,-4.406,-10.412, 4.577,-8.448, 0.000, 0.000,17.010,-0.013, 0.062, 0.000, 0.000,-5.600,-8.276,24,24
2011-03-07,-11.803,-11.967, 1.320, 1.316,93.781,84.320, 5.522, 5.479, 6.613,199.938,982.738,178.418,154.597,234.429,263.416,-8.594,-8.309,-7.932,-6.481,-5.440,,,,,,, 3.962, 0.029, 3.971,14.116,-9.738,,,, 0.866,-12.416, 1.710,-6.186,10.233, 0.513,262.413, 2.991,-5.796, 9.613,-12.346, 0.000, 0.000,17.010,-0.008, 0.001, 0.000, 0.000,-10.010,-11.803,24,24
2011-03-08,-11.987,-11.871, 1.351, 1.377,98.045,87.980, 3.391, 3.810, 4.309,199.592,986.183,110.182,99.686,264.595,264.943,-9.103,-8.816,-8.513,-7.042,-5.824,,,,,, 3.964, 3.959, 0.029, 3.971,14.096,-10.992,,,, 0.907,-11.454,-4.010,-5.497, 1.719, 0.940,266.742,-6.755,-6.498, 2.075,-11.260, 0.000, 0.000,17.010,-0.008, 0.000, 0.000, 0.000,-9.580,-11.987,24,24
2011-03-09,-12.108,-12.072, 1.352, 1.370,99.451,89.063, 1.811, 1.898, 2.113,211.658,985.988,98.655,93.679,268.082,265.864,-8.918,-8.656,-8.480,-7.245,-6.123,,,,,, 3.953, 3.959, 0.032, 3.968,14.088,-11.151,,,, 0.950,-11.510,-2.454,-3.117, 3.852, 0.956,267.619,-4.454,-4.007, 3.094,-11.042, 0.000, 0.000,17.010,-0.005, 0.000, 0.000, 0.000,-10.680,-12.108,24,24
2011-03-10,-11.035,-10.735, 1.542, 1.596,98.921,89.545,11.558,13.127,13.623,213.246,968.633,91.723,86.073,263.771,268.810,-9.359,-9.125,-8.919,-7.599,-6.412,,,,,, 3.958, 3.964, 0.023, 3.977,14.086,-10.547,,,, 0.936,-10.526,-3.728,-12.999,-1.691, 0.860,268.081, 6.318,-8.694, 0.336,-10.960, 0.000, 0.000,17.010,-0.011, 0.143, 0.000, 0.000,-6.490,-11.035,24,24
2011-03-11,-8.020,-8.114, 1.943, 1.933,97.650,90.517,12.227,13.174,14.380,219.654,975.121,123.140,111.551,265.956,280.748,-7.488,-7.350,-7.657,-7.392,-6.623,,,,,, 3.951, 3.955, 0.035, 3.965,14.140,-7.240,,,, 0.904,-8.015,-1.754,-13.828, 0.359, 0.771,278.090, 8.695,-8.737, 1.064,-8.521, 0.000, 0.000,17.010,-0.011, 0.302, 0.000, 0.000,-5.590,-8.020,24,24
2011-03-12,-8.993,-8.968, 1.613, 1.630,90.895,83.896, 7.698, 7.930, 9.331,211.446,996.229,115.225,97.370,266.536,275.816,-8.103,-7.923,-7.885,-7.191,-6.598,,,,,, 3.923, 3.935, 0.065, 3.935,14.127,-7.957,,,, 0.840,-9.078, 0.875,-11.566, 1.201, 0.809,275.957, 2.792,-11.099, 0.558,-9.029, 0.000, 0.000,17.010,-0.014, 0.051, 0.000, 0.000,-8.170,-8.993,24,24
2011-03-13,-12.870,-13.011, 1.238, 1.240,97.214,86.601, 0.785, 0.775, 1.328,156.654,1001.454,156.169,126.863,221.829,250.634,-9.845,-9.536,-8.979,-7.429,-6.645,,,,,,, 3.921, 0.069, 3.931,14.133,-9.669,,,, 0.808,-15.355, 3.622, 0.271,10.206, 0.440,258.522, 0.704,-1.024, 6.534,-13.372, 0.000, 0.000,17.010,-0.001, 0.057, 0.000, 0.000,-9.170,-12.870,24,24
2011-03-14,-9.712,-9.801, 1.655, 1.665,99.526,91.355, 0.816, 0.913, 1.571,213.448,999.633,123.816,103.197,265.172,275.809,-8.936,-8.797,-8.845,-7.950,-6.933,,,,,,, 3.916, 0.074, 3.926,14.187,-6.519,,,, 0.839,-9.289,-1.526,-1.942, 0.276, 0.806,277.646,-3.571,-3.112, 0.678,-8.640, 0.000, 0.000,17.010,-0.004, 0.055, 0.000, 0.000,-7.370,-9.712,24,24
2011-03-15,-11.397,-11.101, 1.455, 1.501,97.376,87.493, 1.397, 1.530, 2.961,178.546,1000.421,105.960,88.862,255.217,263.543,-9.554,-9.305,-9.028,-7.853,-7.033,,,,,,, 3.911, 0.079, 3.921,14.132,-9.637,,,, 0.835,-11.839, 1.563,-1.124,-0.255, 0.785,269.293,-1.456,-2.775,-0.813,-10.720, 0.000, 0.000,17.010,-0.004, 0.055, 0.000, 0.000,-6.190,-11.397,24,24
2011-03-16,-6.157,-6.410, 2.013, 2.002,88.457,84.358, 1.686, 1.787, 2.658,220.800,999.471,144.207,121.214,240.645,273.589,-8.953,-8.780,-8.737,-7.934,-7.153,,,,,,, 3.906, 0.084, 3.916,14.202,-3.553,,,, 0.843,-9.877, 9.057, 1.406, 3.130, 0.388,274.309, 7.877, 1.036, 3.680,-9.443, 0.000, 0.000,17.010, 0.001, 0.052, 0.000, 0.000,-5.650,-6.157,24,24
2011-03-17,-9.786,-9.994, 1.695, 1.674,99.119,90.400, 0.691, 0.763, 1.276,206.257,994.767,124.727,108.498,258.363,268.153,-9.667,-9.447,-9.238,-8.080,-7.239,,,,,, 3.915, 3.901, 0.089, 3.911,14.179,-7.790,,,, 0.874,-11.004, 1.453,-0.064, 3.913, 0.750,273.164,-1.560,-1.914, 1.625,-9.745, 0.000, 0.000,17.010,-0.002, 0.058, 0.000, 0.000,-6.470,-9.786,24,24
2011-03-18,-11.731,-11.540, 1.468, 1.511,99.356,89.414, 0.817, 0.875, 1.461,130.080,993.104,111.157,99.430,260.132,261.292,-10.360,-10.090,-9.716,-8.307,-7.382,,,,,,, 3.896, 0.094, 3.906,14.134,-9.403,,,, 0.893,-12.383, 0.325,-0.743,-0.379, 0.860,269.340,-2.004,-1.856,-0.619,-10.685, 0.000, 0.000,17.010,-0.002, 0.055, 0.000, 0.000,-5.320,-11.731,24,24
2011-03-19,-9.602,-9.751, 1.655, 1.639,97.478,89.043, 4.272, 4.910, 5.566,194.088,995.329,77.386,70.793,276.115,275.179,-8.679,-8.549,-8.757,-8.315,-7.540,,,,,, 3.891, 3.890, 0.099, 3.901,14.140,-8.892,,,, 0.913,-9.398,-3.358,-7.010, 2.473, 0.951,274.487,-3.723,-7.156, 3.473,-9.380, 0.000, 0.000,17.010,-0.009, 0.055, 0.000, 0.000,-7.140,-9.602,24,24
2011-03-20,-10.253,-10.237, 1.520, 1.536,95.723,87.273, 4.977, 5.355, 6.400,194.162,996.654,93.913,79.867,271.135,271.904,-8.785,-8.618,-8.677,-8.072,-7.501,,,,,,, 3.885, 0.104, 3.896,14.106,-9.392,,,, 0.842,-10.010,-2.103,-7.461, 0.951, 0.920,272.664,-4.801,-8.704, 1.073,-9.818, 0.000, 0.000,17.010,-0.011, 0.053, 0.000, 0.000,-9.290,-10.253,24,24
2011-03-21,-14.406,-14.682, 1.068, 1.053,97.187,84.953, 2.918, 3.012, 3.901,191.992,996.008,133.263,110.222,214.089,245.519,-9.404,-9.210,-8.968,-8.065,-7.492,,,,,,, 3.880, 0.109, 3.891,14.100,-12.226,,,, 0.827,-16.877, 7.835,-0.815,15.873, 0.380,250.289, 3.303,-2.089,12.648,-15.419, 0.000, 0.000,17.010,-0.003, 0.057, 0.000, 0.000,-11.260,-14.406,24,24
2011-03-22,-14.836,-14.848, 1.019, 1.028,96.975,84.488, 9.108,10.343,10.569,196.942,997.062,91.458,79.085,254.128,253.909,-10.695,-10.475,-10.051,-8.625,-7.645,,,,,,, 3.875, 0.114, 3.886,14.066,-14.260,,,, 0.872,-14.494,-6.489,-12.023, 2.692, 0.897,253.424,-5.905,-11.816, 4.837,-14.592, 0.000, 0.000,17.010,-0.015, 0.055, 0.000, 0.000,-13.320,-14.836,24,24
2011-03-23,-20.171,-20.436, 0.607, 0.600,95.023,78.815, 7.704, 8.121, 8.858,184.037,1002.171,98.698,84.962,209.577,232.925,-11.965,-11.702,-11.050,-9.255,-7.985,,,,,,, 3.870, 0.118, 3.882,14.016,-19.321,,,, 0.857,-20.310,-1.850,-7.445,16.091, 0.519,231.247, 0.108,-7.021,17.022,-20.455, 0.000, 0.000,17.010,-0.009, 0.055, 0.000, 0.000,-16.710,-20.171,24,24
2011-03-24,-24.974,-24.978, 0.368, 0.376,93.510,74.622, 4.257, 4.543, 5.292,175.338,1008.746,98.309,84.768,190.693,214.953,-13.078,-12.776,-11.996,-9.873,-8.352,,,,,,, 3.865, 0.123, 3.877,13.960,-23.848,,,, 0.866,-25.039, 0.113,-3.414,15.246, 0.470,215.345,-0.938,-3.596,14.857,-24.925, 0.000, 0.000,17.010,-0.005, 0.000, 0.000, 0.000,-22.700,-24.974,24,24
2011-03-25,-22.237,-22.115, 0.494, 0.510,95.883,78.671, 3.076, 3.319, 3.848,167.442,1011.071,74.811,66.422,225.907,226.888,-14.101,-13.805,-13.017,-10.703,-8.855,,,,,, 3.869, 3.861, 0.124, 3.876,13.979,-21.201,,,, 0.888,-21.560,-4.007,-3.583, 4.912, 0.855,228.559,-6.724,-4.218, 4.453,-21.195, 0.000, 0.000,17.010,-0.005, 0.000, 0.000, 0.000,-19.630,-22.237,24,24
2011-03-26,-22.345,-22.251, 0.482, 0.496,94.380,77.055, 8.004, 8.953, 9.248,202.017,1003.562,91.363,80.953,218.434,225.838,-14.070,-13.809,-13.173,-11.169,-9.330,,,,,, 3.858, 3.861, 0.126, 3.874,13.972,-21.718,,,, 0.886,-21.910,-6.140,-8.299, 6.221, 0.743,225.260,-3.026,-7.756, 7.490,-22.097, 0.000, 0.000,17.010,-0.010, 0.000, 0.000, 0.000,-20.490,-22.345,24,24
2011-03-27,-19.588,-19.436, 0.619, 0.640,92.499,77.836, 5.925, 6.449, 7.177,189.317,1003.325,70.896,63.858,242.865,237.310,-14.229,-13.997,-13.429,-11.519,-9.694,,,,,,, 3.861, 0.123, 3.877,13.998,-18.769,,,, 0.903,-18.704,-9.232,-8.495, 0.459, 0.957,236.946,-6.717,-7.949, 0.877,-18.902, 0.000, 0.000,17.010,-0.010, 0.000, 0.000, 0.000,-17.330,-19.588,24,24
2011-03-28,-19.335,-19.302, 0.651, 0.663,95.377,79.962, 7.667, 8.370, 8.997,189.517,1002.808,62.985,57.842,238.197,237.297,-13.860,-13.650,-13.218,-11.627,-9.963,,,,,,, 3.865, 0.119, 3.881,14.007,-18.703,,,, 0.917,-18.829,-7.214,-9.129, 3.902, 0.880,236.206,-3.176,-8.237, 4.600,-19.096, 0.000, 0.000,17.010,-0.010, 0.000, 0.000, 0.000,-18.520,-19.335,24,24
2011-03-29,-19.249,-19.111, 0.647, 0.667,93.792,78.815, 7.641, 8.422, 9.017,207.717,1002.229,61.658,56.518,235.614,237.087,-13.996,-13.778,-13.320,-11.717,-10.143,,,,,,, 3.868, 0.116, 3.884,14.004,-18.671,,,, 0.915,-18.763,-5.225,-9.315, 2.183, 0.852,236.193,-0.111,-8.169, 3.008,-19.104, 0.000, 0.000,17.010,-0.010, 0.000, 0.000, 0.000,-16.800,-19.249,24,24
2011-03-30,-16.639,-16.538, 0.845, 0.866,95.638,82.358,11.622,12.896,13.391,206.067,1001.750,63.196,58.129,243.258,246.309,-13.855,-13.658,-13.293,-11.824,-10.305,,,,,,, 3.872, 0.112, 3.888,14.032,-16.187,,,, 0.921,-16.360,-4.291,-13.403,-0.928, 0.830,244.487, 6.927,-10.553,-0.146,-16.904, 0.000, 0.000,17.010,-0.013, 0.000, 0.000, 0.000,-15.220,-16.639,24,24
2011-03-31,-17.495,-17.564, 0.795, 0.799,97.014,82.490,15.870,17.212,18.084,202.783,997.012,62.410,57.000,244.160,243.563,-13.590,-13.438,-13.111,-11.820,-10.398,,,,,,, 3.876, 0.108, 3.892,14.032,-17.048,,,,,-17.259,-8.563,-16.649, 4.587, 0.861,241.562, 2.755,-13.941, 5.149,-17.670, 0.000, 0.000,17.010,-0.018, 0.000, 0.000, 0.000,-15.230,-17.495,24,24
2011-04-01,-16.719,-16.602, 0.848, 0.871,95.067,81.719, 4.347, 4.151, 5.547,213.771,1000.146,59.692,53.742,219.697,241.395,-14.118,-13.936,-13.473,-11.953,-10.485,,,,,,, 3.880, 0.105, 3.895,14.026,-15.903,,,,,-17.613, 7.862,-2.412, 0.295, 0.554,240.478,13.308,-1.105, 0.357,-18.028, 0.000, 0.000,17.010,-0.002, 0.000, 0.000, 0.000,-13.090,-16.719,24,24
2011-04-02,-13.265,-13.169, 1.162, 1.186,96.175,85.463, 2.022, 2.310, 2.918,185.854,1000.546,52.752,47.447,258.626,259.516,-13.346,-13.193,-13.044,-11.942,-10.591,,,,,,, 3.883, 0.101, 3.899,14.098,-12.346,,,,,-12.996,-0.690,-3.110,-3.940, 0.885,258.424, 0.754,-2.354,-3.879,-13.328, 0.000, 0.000,17.010,-0.003, 0.000, 0.000, 0.000,-11.830,-13.265,24,24
2011-04-03,-14.957,-15.039, 0.974, 0.982,94.543,82.755, 3.711, 3.967, 4.849,182.429,1004.204,54.136,49.697,251.540,253.551,-12.292,-12.160,-12.178,-11.528,-10.540,,,,,,, 3.887, 0.097, 3.903,14.086,-14.058,,,,,-14.669,-2.681,-5.547, 3.282, 0.869,252.420,-1.202,-5.036, 3.056,-14.845, 0.000, 0.000,17.010,-0.006, 0.000, 0.000, 0.000,-13.440,-14.957,24,24
2011-04-04,-15.895,-15.914, 0.938, 0.951,98.757,85.679, 1.473, 1.738, 1.999,149.073,997.721,44.981,42.732,250.001,248.951,-12.070,-11.922,-11.898,-11.221,-10.400,,,,,, 3.890, 3.890, 0.096, 3.904,14.059,-15.127,,,,,-15.803,-1.472,-2.278, 3.813, 0.890,250.271,-2.203,-2.519, 2.831,-15.397, 0.000, 0.000,17.010,-0.003, 0.000, 0.000, 0.000,-14.860,-15.895,24,24
2011-04-05,-17.240,-17.176, 0.796, 0.811,94.748,80.995, 6.419, 7.138, 7.455,194.917,994.404,45.372,42.658,247.944,245.051,-12.345,-12.167,-12.023,-11.151,-10.315,,,,,, 3.875, 3.892, 0.093, 3.907,14.028,-16.677,,,,,-16.727,-5.892,-8.952, 3.154, 0.923,244.299,-2.921,-8.161, 4.531,-16.948, 0.000, 0.000,17.010,-0.010, 0.000, 0.000, 0.000,-16.050,-17.240,24,24
2011-04-06,-15.189,-15.120, 0.980, 0.998,96.070,83.701, 8.967,10.070,10.375,197.933,993.562,57.533,51.370,244.286,251.989,-12.555,-12.381,-12.223,-11.255,-10.325,,,,,, 3.909, 3.893, 0.095, 3.905,14.050,-14.715,,,,,-14.925,-2.998,-10.980,-0.312, 0.785,249.841, 7.068,-8.054, 0.627,-15.508, 0.000, 0.000,17.010,-0.010, 0.032, 0.000, 0.000,-14.040,-15.189,24,24
2011-04-07,-16.689,-16.777, 0.855, 0.858,96.359,82.546,14.159,15.272,16.394,216.129,993.729,57.368,49.100,233.180,246.234,-12.763,-12.606,-12.375,-11.365,-10.362,,,,,,, 3.890, 0.098, 3.902,14.040,-16.297,,,,,-16.613,-4.429,-15.130, 5.776, 0.678,243.361, 9.826,-11.595, 6.405,-17.202, 0.000, 0.000,17.010,-0.015, 0.031, 0.000, 0.000,-15.310,-16.689,24,24
2011-04-08,-20.253,-20.410, 0.610, 0.610,96.106,79.708, 3.649, 3.579, 4.658,171.275,991.000,70.265,59.315,198.082,228.432,-14.119,-13.908,-13.340,-11.787,-10.506,,,,,,, 3.887, 0.101, 3.899,14.010,-19.052,,,,,-21.298, 5.499,-1.934,10.569, 0.421,227.504, 7.471,-1.516,10.388,-21.479, 0.000, 0.000,17.010,-0.002, 0.036, 0.000, 0.000,-18.940,-20.253,24,24
2011-04-09,-21.177,-21.171, 0.582, 0.594,98.314,81.314, 4.247, 5.238, 5.417,254.600,982.042,34.607,31.022,230.356,229.829,-15.340,-15.081,-14.346,-12.327,-10.757,,,,,,, 3.883, 0.104, 3.896,13.986,-20.564,,,,,-20.893,-3.443,-4.592, 5.634, 0.860,231.132,-2.893,-4.703, 4.988,-20.490, 0.000, 0.000,17.010,-0.006, 0.031, 0.000, 0.000,-16.220,-21.177,24,24
2011-04-10,-23.381,-23.425, 0.445, 0.450,96.226,77.480,11.285,11.936,12.931,204.358,1002.067,39.669,34.532,220.267,222.446,-17.051,-16.777,-15.744,-13.106,-11.126,,,,,,, 3.880, 0.107, 3.893,13.962,-22.922,,,,,-22.963,-9.505,-9.642,10.088, 0.819,221.406,-4.810,-8.913,10.137,-23.175, 0.000, 0.000,17.010,-0.011, 0.033, 0.000, 0.000,-22.170,-23.381,24,24
2011-04-11,-27.562,-27.932, 0.290, 0.287,94.692,73.438, 3.181, 3.143, 4.152,182.808,1007.421,72.637,58.807,167.177,200.675,-18.696,-18.305,-17.036,-13.904,-11.596,,,,,,, 3.877, 0.110, 3.890,13.932,-26.326,,,,,-29.688, 5.614,-1.370,22.762, 0.208,201.882, 4.290,-1.504,19.927,-28.920, 0.000, 0.000,17.010,-0.002, 0.033, 0.000, 0.000,-24.040,-27.562,24,24
2011-04-12,-24.907,-24.587, 0.402, 0.421,97.562,77.998, 4.901, 5.456, 6.447,168.408,991.233,49.608,40.254,214.660,216.421,-19.933,-19.575,-18.335,-14.878,-12.136,,,,,,, 3.874, 0.113, 3.887,13.933,-24.392,,,,,-24.353,-3.634,-4.350,-1.640, 0.787,216.593,-3.538,-4.214, 0.096,-24.581, 0.000, 0.000,17.010,-0.005, 0.035, 0.000, 0.000,-20.270,-24.907,24,24
2011-04-13,-27.018,-27.189, 0.329, 0.329,97.962,76.211, 3.183, 3.570, 5.053,229.687,988.304,76.733,61.196,178.089,203.147,-20.390,-19.999,-18.670,-15.384,-12.680,,,,,,, 3.871, 0.116, 3.884,13.920,-26.212,,,,,-28.668, 6.944,-1.269,13.266, 0.336,205.824, 3.767,-1.677,10.929,-27.730, 0.000, 0.000,17.010,-0.002, 0.033, 0.000, 0.000,-22.780,-27.018,24,24
2011-04-14,-29.910,-30.091, 0.239, 0.240,97.418,73.927, 2.335, 2.364, 3.594,166.838,989.879,59.810,47.608,179.217,195.031,-22.544,-22.087,-20.453,-16.348,-13.215,,,,,,, 3.868, 0.119, 3.881,13.881,-29.308,,,,,-31.183, 3.383,-0.818,15.587, 0.490,199.342,-2.817,-1.555,12.729,-29.674, 0.000, 0.000,17.010,-0.002, 0.033, 0.000, 0.000,-26.400,-29.910,24,24
2011-04-15,-31.423,-31.713, 0.200, 0.198,96.945,72.276, 1.912, 1.993, 3.113,183.054,994.887,64.324,52.475,152.519,181.638,-24.279,-23.885,-22.018,-17.423,-13.897,,,,,,, 3.865, 0.122, 3.878,13.856,-30.558,,,,,-35.242,11.798, 0.102,16.046, 0.149,187.459, 6.762,-0.311,14.808,-33.370, 0.000, 0.000,17.010,-0.000, 0.039, 0.000, 0.000,-32.760,-31.423,24,24
