# NEAD 1.0 UTF-8
# [METADATA]
# station_id       = AWS14
# latitude         = -67.0133
# longitude        = -61.48
# altitude         = 47
# nodata           = 
# field_delimiter  = ,
# tz               = 0
# doi              = 
# [FIELDS]
# fields           = 
time,t,t2m,q,q2m,rh,rh2m,ff,ff10m,ffmax,ffdir,p,SWd,SWu,LWd,LWu,Tsub1a,Tsub2a,Tsub3a,Tsub4a,Tsub5a,Tsub1b,Tsub2b,Tsub3b,Tsub4b,Tsub5b,z_surf,z_surf_filtered,cum_surface_height_zboom,z_u,Vbat,TCNR,Tlogger,LAT,LON,alb,Ts_obs,SHFdown,LHFdown,GHFup,cloud_cover,LWu_mod,SHFdown_mod,LHFdown_mod,GHFup_mod,Ts_mod,meltE,melt,cumulative_melt,sublimation,accumulation,LWC,LWC_10cm,Tsmax,Tmax,pnan_SEB,pnan_AWS
2009-06-16,-29.255,-29.352, 0.260, 0.268,97.439,75.542, 0.101, 0.113, 0.062,,987.779, 0.552, 0.524,200.299,201.023,-13.082,,-9.180,-8.465,-9.188,-12.655,-10.017,-8.770,,, 3.398, 3.399, 0.551, 3.449,13.564,-29.149,-31.204,,,,-29.313,-0.053,-0.161, 3.143, 0.829,201.059,-0.903,-0.304, 2.336,-29.142, 0.000, 0.000,44.240,-0.000, 0.387, 0.000, 0.000,-26.360,-29.255,24,24
2009-06-17,-28.639,-28.419, 0.274, 0.288,97.697,75.663, 0.100, 0.111, 0.022,,981.333, 0.660, 0.607,202.437,202.764,-13.419,,-9.627,-8.557,-9.137,-12.816,-10.543,-9.032,,, 3.366, 3.371, 0.586, 3.414,13.548,-28.592,-30.567,,,,-28.412,-0.015,-0.106,-3.510, 0.835,201.916, 0.038,-0.089,-1.240,-28.871, 0.000, 0.000,44.240,-0.000, 0.145, 0.000, 0.000,-25.410,-28.639,24,24
2009-06-18,-23.168,-22.857, 0.495, 0.522,97.732,79.717, 2.760, 3.305, 3.536,280.750,972.150, 1.229, 1.089,220.101,221.985,-13.013,,-9.171,-8.490,-9.198,-12.722,-9.937,-8.788,,, 3.327, 3.344, 0.599, 3.401,13.584,-23.024,-24.803,,,,-22.773,-0.296,-2.670,-11.546, 0.822,218.397, 7.941,-0.826,-9.090,-24.062, 0.000, 0.000,44.240,-0.001, 0.005, 0.000, 0.000,-17.600,-23.168,24,24
2009-06-19,-21.883,-21.982, 0.565, 0.565,98.813,80.496, 3.395, 3.625, 4.414,244.379,966.004, 0.517, 0.478,218.372,226.246,-13.799,,-10.136,-8.705,-9.084,-13.035,-11.134,-9.349,,, 3.336, 3.334, 0.601, 3.400,13.627,-21.720,-23.768,,,,-21.960, 0.079,-2.676,-2.164, 0.751,221.838, 5.884,-1.282,-1.645,-23.071, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-17.450,-21.883,24,24
2009-06-20,-20.192,-20.066, 0.642, 0.657,99.000,82.077, 3.176, 3.529, 4.129,222.175,976.308, 0.606, 0.565,233.287,233.072,-14.042,,-10.279,-8.757,-9.077,-13.252,-11.323,-9.452,,, 3.337, 3.337, 0.598, 3.402,13.640,-19.948,-21.490,,,,-19.847,-1.399,-3.185,-7.963, 0.887,229.753, 4.546,-1.651,-6.826,-20.852, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-18.530,-20.192,24,24
2009-06-21,-22.698,-22.830, 0.517, 0.516,98.798,79.872, 2.358, 2.579, 3.066,219.629,978.850, 0.487, 0.455,221.575,223.364,-13.867,,-9.967,-8.665,-9.103,-13.195,-10.981,-9.247,,, 3.347, 3.341, 0.596, 3.404,13.647,-22.603,-24.976,,,,-22.825,-0.336,-1.969, 3.573, 0.830,222.450, 0.454,-1.665, 2.569,-22.907, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-18.650,-22.698,24,24
2009-06-22,-23.078,-23.097, 0.481, 0.487,98.685,79.599, 2.318, 2.493, 3.013,214.675,984.996, 0.656, 0.621,221.866,222.291,-14.045,,-10.249,-8.758,-9.081,-13.321,-11.314,-9.440,,, 3.340, 3.342, 0.595, 3.405,13.636,-22.930,-24.685,,,,-22.975,-0.595,-1.971,-0.226, 0.857,221.041, 1.020,-1.526,-0.192,-23.281, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-20.990,-23.078,24,24
2009-06-23,-23.257,-23.268, 0.467, 0.473,98.542,79.341, 2.877, 3.350, 3.740,195.125,988.221, 0.565, 0.536,221.446,221.617,-14.085,,-10.397,-8.790,-9.081,-13.367,-11.497,-9.519,,, 3.343, 3.343, 0.594, 3.406,13.637,-23.122,-24.807,,,,-23.143,-0.732,-2.509,-0.100, 0.857,220.408, 1.013,-2.097, 0.150,-23.455, 0.000, 0.000,44.240,-0.003, 0.000, 0.000, 0.000,-22.800,-23.257,24,24
2009-06-24,-24.923,-24.932, 0.392, 0.397,98.347,77.911, 5.974, 6.773, 7.766,202.600,997.700, 0.513, 0.488,215.344,215.835,-14.196,,-10.789,-8.946,-9.058,-13.482,-11.860,-9.813,,, 3.338, 3.345, 0.593, 3.407,13.627,-24.769,-26.554,,,,-24.796,-1.497,-4.438, 3.102, 0.850,215.083, 0.912,-4.091, 2.987,-24.978, 0.000, 0.000,44.240,-0.005, 0.000, 0.000, 0.000,-23.710,-24.923,24,24
2009-06-25,-23.322,-23.318, 0.457, 0.462,98.538,79.183, 8.548, 9.350,11.113,202.842,1006.504, 0.600, 0.566,219.629,221.471,-14.212,,-10.891,-9.002,-9.055,-13.505,-11.922,-9.906,,, 3.319, 3.343, 0.595, 3.405,13.628,-23.163,-24.872,,,,-23.172,-2.228,-6.527,-1.196, 0.821,219.633, 6.276,-5.220,-0.269,-23.679, 0.000, 0.000,44.240,-0.007, 0.057, 0.000, 0.000,-21.900,-23.322,24,24
2009-06-26,-33.569,-33.999, 0.179, 0.172,96.522,70.487, 3.597, 3.705, 4.677,195.258,1015.113, 1.206, 0.946,165.758,186.453,-13.903,,-10.240,-8.821,-9.096,-13.380,-11.229,-9.477,,, 3.343, 3.341, 0.600, 3.400,13.592,-33.806,-37.074,,,,-34.335, 1.314,-1.605,22.444, 0.367,186.069, 1.348,-1.517,21.374,-33.926, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-24.700,-33.569,24,24
2009-06-27,-23.806,-22.722, 0.604, 0.673,98.484,80.123, 1.957, 2.155, 2.545,177.858,1009.004, 2.064, 1.408,223.216,220.814,-13.581,,-9.812,-8.688,-9.115,-13.157,-10.792,-9.190,,, 3.333, 3.337, 0.601, 3.399,13.568,-23.863,-26.394,,,,-22.737,-0.054,-1.736,-24.351, 0.874,216.933, 6.865, 0.440,-18.733,-24.819, 0.000, 0.000,44.240, 0.000, 0.108, 0.000, 0.000,-9.580,-23.806,24,24
2009-06-28,-15.024,-15.469, 1.054, 1.020,98.508,85.290, 3.245, 3.649, 4.219,153.754,1014.679, 0.594, 0.364,258.490,252.950,-14.085,,-10.689,-8.973,-9.055,-13.405,-11.750,-9.785,,, 3.333, 3.332, 0.611, 3.389,13.675,-14.773,-15.991,,,,-15.250,-1.757,-3.800,-5.032, 0.947,247.531, 0.496,-2.769,-6.893,-16.148, 0.000, 0.000,44.240,-0.003, 0.340, 0.000, 0.000,-10.150,-15.024,24,24
2009-06-29,-20.927,-20.861, 0.569, 0.581,98.483,81.232, 1.833, 1.917, 2.383,153.296,1018.733, 0.821, 0.531,231.080,230.903,-13.568,,-9.700,-8.677,-9.136,-13.211,-10.646,-9.122,,, 3.311, 3.307, 0.644, 3.356,13.668,-20.658,-22.109,,,,-20.504,-1.494,-2.023,-0.383, 0.891,229.591,-0.338,-1.531,-0.132,-20.893, 0.000, 0.000,44.240,-0.002, 0.203, 0.000, 0.000,-19.680,-20.927,24,24
2009-06-30,-21.993,-22.268, 0.523, 0.518,98.377,80.023, 1.142, 1.256, 1.485,188.187,1009.363, 0.722, 0.677,226.258,224.559,-13.358,,-9.486,-8.624,-9.147,-13.070,-10.399,-8.988,,, 3.276, 3.284, 0.663, 3.337,13.662,-21.833,-24.107,,,,-22.657, 0.419,-0.997, 6.612, 0.867,225.863,-1.099,-1.248, 2.990,-21.935, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-19.570,-21.993,24,24
2009-07-01,-24.179,-24.073, 0.424, 0.435,98.785,79.129, 1.167, 1.270, 1.517,81.136,1002.337, 0.889, 0.844,218.499,218.458,-13.531,,-9.902,-8.740,-9.110,-13.121,-10.870,-9.263,,, 3.269, 3.272, 0.665, 3.335,13.653,-24.016,-25.882,,,,-23.890,-0.729,-1.140, 1.111, 0.864,219.264,-0.825,-1.142, 2.326,-23.781, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-22.400,-24.179,24,24
2009-07-02,-30.827,-31.249, 0.225, 0.219,97.590,73.298, 0.598, 0.667, 0.777,250.594,1002.150, 0.937, 0.890,196.148,193.303,-13.660,,-9.992,-8.761,-9.099,-13.206,-10.998,-9.315,,, 3.276, 3.272, 0.660, 3.340,13.625,-30.689,-34.973,,,,-32.012, 0.884,-0.262,15.801, 0.848,200.631,-6.713,-1.162,13.659,-29.284, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-26.710,-30.827,24,24
2009-07-03,-36.686,-36.639, 0.115, 0.118,96.721,68.790, 1.295, 1.505, 1.684,103.578,994.458, 1.907, 1.812,177.080,175.450,-13.200,,-9.480,-8.647,-9.151,-13.016,-10.359,-9.003,,, 3.277, 3.275, 0.656, 3.344,13.589,-36.747,-40.474,,,,-37.273, 1.470,-0.364,15.025, 0.841,183.788,-7.830,-1.150,15.393,-34.557, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-33.590,-36.686,24,24
2009-07-04,-33.858,-33.794, 0.155, 0.160,96.652,70.728, 1.320, 1.392, 1.716,43.709,989.163, 1.247, 1.184,185.827,184.672,-13.549,,-10.043,-8.782,-9.094,-13.122,-11.045,-9.355,,, 3.280, 3.278, 0.655, 3.345,13.569,-33.887,-37.261,,,,-34.193, 0.947,-0.418, 5.175, 0.836,188.447,-2.796,-0.884, 6.007,-33.047, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-31.010,-33.858,24,24
2009-07-05,-28.448,-28.135, 0.281, 0.295,97.980,75.434, 2.301, 2.657, 2.991,155.025,994.179, 0.641, 0.609,203.477,203.224,-13.870,,-10.672,-9.031,-9.055,-13.298,-11.663,-9.817,,, 3.291, 3.279, 0.655, 3.345,13.583,-28.436,-30.580,,,,-28.185,-0.189,-1.556,-6.632, 0.843,202.881, 3.285,-1.054,-3.897,-28.597, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-24.000,-28.448,24,24
2009-07-06,-24.582,-24.636, 0.405, 0.408,98.447,78.196, 3.898, 4.287, 5.068,206.254,1003.325, 0.939, 0.817,217.977,217.360,-14.038,,-10.704,-9.005,-9.067,-13.417,-11.763,-9.798,,, 3.288, 3.282, 0.650, 3.350,13.610,-24.315,-25.945,,,,-24.404,-1.848,-3.110,-3.348, 0.868,215.224, 2.282,-2.400,-2.711,-24.940, 0.000, 0.000,44.240,-0.003, 0.000, 0.000, 0.000,-23.170,-24.582,24,24
2009-07-07,-26.943,-26.882, 0.320, 0.328,98.167,76.660, 1.627, 1.726, 2.115,177.427,1000.529, 0.794, 0.617,209.321,209.025,-13.498,,-9.707,-8.713,-9.127,-13.195,-10.662,-9.135,,, 3.287, 3.288, 0.644, 3.356,13.606,-26.782,-28.450,,,,-26.720,-0.542,-1.190, 1.213, 0.838,208.979,-0.651,-1.188, 1.386,-26.771, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-25.020,-26.943,24,24
2009-07-08,-32.607,-33.194, 0.200, 0.191,96.575,71.023, 1.428, 1.567, 1.857,111.212,992.796, 1.950, 1.853,170.580,188.615,-13.536,,-10.052,-8.857,-9.104,-13.156,-10.982,-9.410,,, 3.301, 3.294, 0.638, 3.362,13.586,-32.698,-35.519,,,,-33.755, 1.153,-0.530,22.922, 0.390,187.782, 0.057,-0.611,19.813,-33.385, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-24.640,-32.607,24,24
2009-07-09,-39.575,-39.642, 0.083, 0.084,95.438,66.167, 1.195, 1.274, 1.553,144.700,989.233, 1.534, 1.458,155.148,167.232,-13.298,,-9.647,-8.721,-9.138,-13.110,-10.534,-9.120,,, 3.297, 3.299, 0.637, 3.363,13.522,-39.837,-43.110,,,,-40.187, 1.128,-0.224,16.347, 0.487,169.428,-1.010,-0.407,15.736,-39.358, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-37.780,-39.575,24,24
2009-07-10,-44.998,-45.206, 0.045, 0.045,93.467,61.840, 1.212, 1.328, 1.576,228.700,976.979, 0.897, 0.764,142.560,152.218,-13.235,,-9.622,-8.721,-9.140,-13.061,-10.520,-9.106,,, 3.301, 3.299, 0.636, 3.364,13.478,-45.336,-48.540,,,,-45.759, 1.193,-0.138,23.518, 0.550,157.018,-5.805,-0.467,20.632,-43.777, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-40.780,-44.998,24,24
2009-07-11,-42.040,-42.003, 0.063, 0.065,93.265,63.587, 0.991, 1.073, 1.288,209.013,974.583, 1.173, 0.874,161.971,161.119,-13.902,,-10.468,-9.011,-9.073,-13.317,-11.440,-9.707,,, 3.296, 3.300, 0.635, 3.364,13.460,-42.245,-44.848,,,,-42.273, 0.510,-0.183, 8.925, 0.871,165.217,-4.312,-0.474, 7.945,-40.828, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-38.140,-42.040,24,24
2009-07-12,-46.900,-47.021, 0.036, 0.036,90.978,59.397, 1.125, 1.214, 1.462,283.588,981.683, 1.660, 1.576,146.096,146.561,-14.297,,-10.718,-9.131,-9.055,-13.551,-11.726,-9.897,,, 3.302, 3.302, 0.632, 3.368,13.436,-47.280,-51.083,,,,-47.876, 1.697,-0.105,20.252, 0.870,153.699,-8.710,-0.449,17.060,-45.005, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-40.480,-46.900,24,24
2009-07-13,-42.402,-42.217, 0.059, 0.061,93.331,63.358, 0.734, 0.774, 0.954,125.670,985.725, 3.988, 3.789,157.871,157.552,-14.126,,-10.276,-8.961,-9.087,-13.537,-11.265,-9.568,,, 3.306, 3.304, 0.633, 3.367,13.415,-42.963,-47.352,,,,-43.337, 1.410,-0.088, 2.850, 0.801,161.797,-0.635,-0.230, 3.896,-42.035, 0.000, 0.000,44.240,-0.000, 0.038, 0.000, 0.000,-41.300,-42.402,24,24
2009-07-14,-43.113,-43.221, 0.054, 0.055,93.411,63.107, 0.258, 0.276, 0.326,209.500,990.583, 2.264, 2.151,157.321,157.157,-14.594,,-10.614,-9.088,-9.065,-13.775,-11.649,-9.816,,, 3.303, 3.302, 0.636, 3.364,13.418,-43.376,-47.395,,,,-43.792, 0.238,-0.041, 9.651, 0.853,162.467,-3.303,-0.297, 8.870,-41.795, 0.000, 0.000,44.240,-0.000, 0.000, 0.000, 0.000,-39.520,-43.113,24,24
2009-07-15,-36.227,-35.766, 0.124, 0.133,95.763,69.037, 2.462, 2.856, 3.201,213.624,987.988, 1.673, 1.379,183.255,178.535,-14.120,,-10.034,-8.881,-9.109,-13.644,-10.985,-9.400,,, 3.297, 3.300, 0.635, 3.365,13.443,-36.429,-38.777,,,,-35.852, 0.178,-1.072,-9.460, 0.903,178.924, 1.193,-0.979,-6.542,-36.195, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-32.170,-36.227,24,24
2009-07-16,-32.469,-33.026, 0.205, 0.203,95.769,70.730, 2.196, 2.307, 2.855,220.329,991.267, 1.232, 0.989,175.960,190.413,-15.099,,-10.908,-9.236,-9.050,-14.075,-11.995,-10.045,,, 3.310, 3.305, 0.631, 3.369,13.490,-32.395,-34.804,,,,-33.235, 0.692,-0.996, 5.612, 0.510,185.110, 4.759,-0.432, 7.866,-34.319, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-27.930,-32.469,24,24
2009-07-17,-32.602,-31.228, 0.336, 0.395,96.305,72.806, 1.781, 2.007, 2.315,251.496,999.004, 2.696, 2.227,188.630,190.763,-14.784,,-10.323,-9.005,-9.092,-14.122,-11.348,-9.606,,, 3.305, 3.308, 0.628, 3.372,13.470,-33.110,-36.284,,,,-31.850, 1.614,-1.194,-20.762, 0.646,187.932, 8.936, 0.459,-17.028,-33.960, 0.000, 0.000,44.240, 0.001, 0.077, 0.000, 0.000,-12.170,-32.602,24,24
2009-07-18,-7.726,-7.293, 2.052, 2.117,92.969,86.011, 2.988, 3.595, 3.884,161.050,989.175, 5.900, 5.605,252.629,275.977,-14.422,,-10.125,-8.948,-9.103,-13.932,-11.078,-9.491,,, 3.304, 3.305, 0.635, 3.365,13.601,-7.731,-10.049,,,,-8.799,11.771,-0.694,-34.989, 0.578,258.476,30.666, 8.706,-32.267,-13.495, 0.000, 0.000,44.240, 0.011, 0.227, 0.000, 0.000,-1.560,-7.726,24,24
2009-07-19,-5.548,-6.442, 2.066, 1.978,81.444,77.889, 7.729, 8.208,10.048,249.338,992.592, 1.768, 1.610,210.502,278.300,-15.113,,-10.574,-9.122,-9.074,-14.303,-11.617,-9.804,,, 3.273, 3.292, 0.656, 3.344,13.698,-5.693,-7.354,,,,-9.455,34.147,-4.910,-2.895, 0.076,267.481,57.373, 6.984,-5.153,-11.245, 0.000, 0.000,44.240, 0.009, 0.000, 0.000, 0.000,-2.180,-5.548,24,24
2009-07-20,-17.443,-17.381, 0.781, 0.790,93.348,79.001, 2.284, 2.547, 2.970,112.917,981.346, 2.669, 2.284,215.157,232.884,-14.035,,-9.787,-8.837,-9.140,-13.944,-10.693,-9.256,,, 3.275, 3.278, 0.657, 3.343,13.665,-17.491,-19.664,,,,-19.749, 9.253,-0.382,-0.569, 0.511,230.132,12.719, 0.387,-0.582,-20.757, 0.000, 0.000,44.240, 0.001, 0.000, 0.000, 0.000,-16.740,-17.443,24,24
2009-07-21,-22.697,-23.385, 0.513, 0.492,95.191,77.260, 4.761, 5.157, 6.189,196.350,988.767, 3.346, 2.862,204.104,220.367,-15.504,,-11.335,-9.426,-9.048,-14.575,-12.524,-10.358,,, 3.282, 3.279, 0.655, 3.345,13.647,-22.679,-24.439,,,,-24.443, 4.801,-3.295,15.827, 0.539,217.482, 7.158,-2.547,11.646,-24.396, 0.000, 0.000,44.240,-0.003, 0.000, 0.000, 0.000,-16.140,-22.697,24,24
2009-07-22,-32.189,-31.979, 0.200, 0.211,97.951,72.629, 2.055, 2.239, 2.672,260.025,997.896,10.247, 8.914,177.712,183.973,-14.676,,-10.355,-9.070,-9.107,-14.353,-11.386,-9.649,,, 3.283, 3.282, 0.654, 3.346,13.578,-32.487,-36.252,,,,-34.059, 7.088,-0.340, 9.596, 0.589,190.976, 0.697,-0.782, 8.981,-32.300, 0.000, 0.000,44.240,-0.001, 0.000, 0.000, 0.000,-23.700,-32.189,24,24
2009-07-23,-12.641,-12.012, 1.196, 1.271,87.443,78.553, 2.003, 2.212, 2.604,216.975,980.725, 3.306, 2.897,265.257,258.226,-13.886,,-9.740,-8.833,-9.144,-13.909,-10.666,-9.225,,, 3.280, 3.282, 0.655, 3.345,13.612,-12.397,-13.902,,,,-12.821, 2.967,-2.449,-29.562, 0.897,251.393, 9.729, 0.072,-26.569,-15.189, 0.000, 0.000,44.240, 0.000, 0.000, 0.000, 0.000,-7.450,-12.641,24,24
2009-07-24,-13.173,-13.711, 1.298, 1.251,95.083,83.710, 5.638, 6.449, 7.330,203.721,966.083, 4.593, 4.012,258.311,258.891,-14.400,,-10.159,-8.957,-9.107,-14.051,-11.242,-9.488,,,, 3.283, 0.652, 3.348,13.678,-12.927,-14.146,,,,-13.830,-0.935,-6.548,-1.725, 0.897,253.758, 4.739,-4.331,-3.449,-14.593, 0.000, 0.000,44.240,-0.005, 0.000, 0.000, 0.000,-6.880,-13.173,24,24
2009-07-25,-24.828,-25.008, 0.410, 0.407,97.714,77.309, 9.457,10.778,12.294,190.167,965.867, 4.292, 3.831,207.914,216.289,-15.068,,-10.942,-9.258,-9.146,-14.657,-12.162,-10.103,,,, 3.287, 0.648, 3.352,13.667,-24.594,-26.210,,,,-24.862,-2.824,-6.928,10.292, 0.711,214.523, 2.674,-6.177,10.643,-25.151, 0.000, 0.000,44.240,-0.008, 0.000, 0.000, 0.000,-20.940,-24.828,24,24
2009-07-26,-25.284,-25.267, 0.385, 0.390,97.901,77.255,11.850,12.903,15.405,188.638,975.767, 4.851, 4.459,208.249,214.278,-15.206,-45.605,-11.634,-9.493,-8.931,-14.575,-12.599,-10.539,,,, 3.290, 0.645, 3.355,13.652,-25.054,-26.751,,,,-25.216,-0.989,-7.747, 3.526, 0.739,212.886, 7.783,-6.598, 3.550,-25.615, 0.000, 0.000,44.240,-0.008, 0.000, 0.000, 0.000,-24.250,-25.284,24,24
2009-07-27,-24.951,-24.824, 0.396, 0.407,97.919,77.611, 9.583,10.538,12.458,194.629,990.800, 5.978, 4.867,194.307,213.962,-15.309,,-11.690,-9.601,-9.062,-14.648,-12.916,-10.619,,,, 3.294, 0.641, 3.359,13.630,-24.812,-26.555,,,,-25.190, 6.823,-5.716, 0.393, 0.492,212.110,19.064,-4.106, 0.656,-25.865, 0.000, 0.000,44.240,-0.005, 0.000, 0.000, 0.000,-22.320,-24.951,24,24
2009-07-28,-23.591,-23.945, 0.457, 0.449,95.220,75.945, 7.023, 7.461, 9.130,199.183,1004.850,12.302, 9.072,188.962,215.128,-15.337,,-11.755,-9.710,-9.072,-14.661,-12.883,-10.715,,, 3.297, 3.297, 0.640, 3.360,13.638,-23.487,-25.419,,,,-25.645, 9.658,-4.276,11.630, 0.347,212.697,17.433,-2.761, 8.661,-25.801, 0.000, 0.000,44.240,-0.004, 0.000, 0.000, 0.000,-18.680,-23.591,24,24
2009-07-29,-30.615,-30.449, 0.212, 0.224,92.288,69.928, 1.455, 1.515, 1.887,155.735,1005.387,13.834,10.396,176.964,189.019,-14.558,,-10.423,-9.082,-9.109,-14.290,-11.523,-9.664,,, 3.297, 3.298, 0.637, 3.363,13.591,-30.648,-33.354,,,,-32.432, 5.232,-0.309, 5.111, 0.480,192.656, 3.834,-0.367, 4.791,-31.788, 0.000, 0.000,44.240,-0.000, 0.000, 0.000, 0.000,-22.670,-30.615,24,24
2009-07-30,-25.048,-25.233, 0.382, 0.380,96.765,76.401, 1.059, 1.137, 1.377,13.463,1001.512,13.088,10.038,195.709,206.843,-14.528,,-10.362,-9.064,-9.108,-14.233,-11.476,-9.629,,, 3.298, 3.301, 0.637, 3.363,13.591,-24.963,-27.010,,,,-27.669, 3.697,-0.144, 3.897, 0.482,204.645, 4.620,-0.041, 3.729,-28.050, 0.000, 0.000,44.240,-0.000, 0.051, 0.000, 0.000,-22.740,-25.048,24,24
2009-07-31,-29.134,-29.485, 0.260, 0.254,97.769,74.120, 0.515, 0.526, 0.666,13.440,997.133,14.275,11.291,183.656,194.822,-14.719,,-10.753,-9.238,-9.092,-14.256,-11.876,-9.930,,, 3.299, 3.299, 0.641, 3.359,13.586,-29.024,-31.199,,,,-31.234, 1.380,-0.083, 9.799, 0.506,195.269, 1.004,-0.149, 8.486,-30.907, 0.000, 0.000,44.240,-0.000, 0.000, 0.000, 0.000,-29.240,-29.134,24,24
2009-08-01,-26.325,-25.829, 0.363, 0.386,96.931,76.445, 3.639, 4.227, 4.731,177.645,1002.433, 9.091, 7.877,221.386,211.993,-15.292,,-11.415,-9.505,-9.073,-14.568,-12.617,-10.393,,, 3.291, 3.295, 0.643, 3.357,13.575,-26.123,-27.975,,,,-25.496,-4.695,-3.644,-10.470, 0.869,212.264,-0.531,-2.907,-9.246,-25.907, 0.000, 0.000,44.240,-0.004, 0.000, 0.000, 0.000,-21.030,-26.325,24,24
2009-08-02,-21.556,-21.556, 0.544, 0.551,98.948,80.909, 3.271, 3.457, 4.252,210.588,1005.875, 6.500, 6.085,228.770,228.015,-15.337,,-11.273,-9.428,-9.076,-14.617,-12.484,-10.285,,, 3.294, 3.293, 0.643, 3.357,13.614,-21.242,-22.771,,,,-21.343,-1.356,-2.928,-5.482, 0.888,225.360, 3.153,-1.877,-4.971,-22.062, 0.000, 0.000,44.240,-0.002, 0.083, 0.000, 0.000,-20.780,-21.556,24,24
2009-08-03,-22.285,-22.408, 0.509, 0.513,98.842,80.616, 1.011, 1.158, 1.293,124.239,1007.267, 6.398, 5.971,225.535,225.375,-15.249,,-11.088,-9.385,-9.085,-14.592,-12.278,-10.170,,, 3.280, 3.290, 0.651, 3.349,13.621,-21.982,-23.447,,,,-22.205,-0.635,-1.112, 0.045, 0.873,223.510,-0.442,-0.882,-0.584,-22.586, 0.000, 0.000,44.240,-0.001, 0.001, 0.000, 0.000,-21.140,-22.285,24,24
2009-08-04,-27.906,-28.093, 0.290, 0.289,98.430,75.778, 1.387, 1.541, 1.804,38.113,1009.625,10.877, 9.822,205.782,205.016,-15.183,,-10.904,-9.289,-9.093,-14.609,-12.077,-10.018,,, 3.285, 3.287, 0.648, 3.352,13.605,-27.650,-29.666,,,,-28.158,-0.168,-0.880,10.450, 0.852,207.903,-4.248,-1.553, 7.536,-27.084, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-24.740,-27.906,24,24
2009-08-05,-29.240,-29.223, 0.251, 0.256,98.129,74.928, 2.391, 2.664, 3.108,36.383,1005.375, 7.385, 6.944,201.269,202.309,-14.613,,-10.230,-9.021,-9.124,-14.378,-11.355,-9.535,,, 3.293, 3.293, 0.642, 3.358,13.587,-29.033,-30.804,,,,-28.748,-2.810,-1.775, 4.759, 0.850,202.376,-2.913,-1.766, 5.400,-28.728, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-27.320,-29.240,24,24
2009-08-06,-29.221,-29.073, 0.257, 0.266,98.071,75.111, 2.335, 2.544, 3.035,38.408,994.550, 8.939, 8.492,201.551,203.515,-14.200,,-10.062,-8.975,-9.139,-14.159,-11.102,-9.439,,, 3.300, 3.300, 0.635, 3.365,13.577,-28.954,-30.717,,,,-28.349,-4.333,-1.927, 2.118, 0.854,202.012,-1.638,-1.501, 2.865,-28.845, 0.000, 0.000,44.240,-0.002, 0.000, 0.000, 0.000,-25.160,-29.221,24,24
2009-08-07,-27.817,-27.822, 0.303, 0.313,98.395,77.129, 0.508, 0.544, 0.628,136.855,985.208,11.838,11.246,204.720,203.559,-14.291,,-10.152,-9.005,-9.129,-14.170,-11.236,-9.498,,, 3.307, 3.304, 0.633, 3.367,13.578,-27.598,-29.411,,,,-28.527, 0.260,-0.383, 5.042, 0.828,205.383,-1.210,-0.546, 1.982,-27.831, 0.000, 0.000,44.240,-0.001, 0.066, 0.000, 0.000,-24.880,-27.817,24,24
2009-08-08,-26.533,-26.293, 0.347, 0.362,98.501,77.268, 0.944, 1.044, 1.227,219.092,978.896, 8.444, 7.917,210.448,209.298,-14.561,,-10.425,-9.105,-9.112,-14.258,-11.565,-9.690,,, 3.303, 3.302, 0.640, 3.360,13.583,-26.292,-28.342,,,,-26.385,-0.008,-0.693,-4.265, 0.856,209.669, 0.097,-0.628,-1.588,-26.566, 0.000, 0.000,44.240,-0.001, 0.002, 0.000, 0.000,-22.910,-26.533,24,24
