# NEAD 1.0 UTF-8
# [METADATA]
# station_id       = AWS14
# latitude         = -67.0133
# longitude        = -61.48
# altitude         = 47
# nodata           = 
# field_delimiter  = ,
# tz               = 0
# doi              = 
# [FIELDS]
# fields           = 
time,t,t2m,q,q2m,rh,rh2m,ff,ff10m,ffmax,ffdir,p,SWd,SWu,LWd,LWu,Tsub1a,Tsub2a,Tsub3a,Tsub4a,Tsub5a,Tsub1b,Tsub2b,Tsub3b,Tsub4b,Tsub5b,z_surf,z_surf_filtered,cum_surface_height_zboom,z_u,Vbat,TCNR,Tlogger,LAT,LON,alb,Ts_obs,SHFdown,LHFdown,GHFup,cloud_cover,LWu_mod,SHFdown_mod,LHFdown_mod,GHFup_mod,Ts_mod,meltE,melt,cumulative_melt,sublimation,accumulation,LWC,LWC_10cm,Tsmax,Tmax,pnan_SEB,pnan_AWS
2009-02-08,-0.212,-0.313, 3.295, 3.313,87.228,87.214, 3.664, 3.932, 4.764,54.679,987.771,195.189,165.125,283.482,307.047, 0.157,,-7.248,-9.531,-9.569,-0.060,-4.058,-8.937,,, 4.002, 4.002,-0.034, 4.034,14.037, 0.720, 0.353,,, 0.853,-1.840, 8.772,-1.442,-5.093, 0.702,308.473, 7.604,-2.441, 7.160,-1.577,19.035, 0.202,35.093,-0.003, 0.000, 1.242, 1.242,-0.240,-0.212,24,24
2009-02-09,-1.802,-1.908, 3.285, 3.267,97.822,96.333, 3.864, 4.352, 5.024,164.362,978.546,215.703,191.582,302.077,307.005, 0.159,,-6.858,-9.383,-9.598,-0.078,-3.831,-8.693,,,, 4.009,-0.049, 4.049,14.015,-0.492,-1.207,,, 0.888,-2.007, 1.514,-2.205,-0.396, 0.937,312.427,-10.029,-10.629, 8.189,-0.700, 0.520, 0.004,38.565,-0.014, 0.000, 1.790, 1.790,-0.220,-1.802,24,24
2009-02-10,-1.996,-1.902, 3.265, 3.293,98.667,96.984, 3.968, 4.074, 5.158,236.804,977.871,224.972,196.259,296.965,305.801, 0.268,,-5.964,-8.885,-9.666,-0.071,-3.274,-8.000,,,, 4.024,-0.062, 4.062,14.018, 0.299,-0.265,,, 0.871,-2.066, 0.052,-2.211,-3.260, 0.898,309.598,-3.364,-4.855, 3.794,-1.325,12.161, 0.128,39.541,-0.006, 0.000, 0.754, 0.754,-0.780,-1.996,24,24
2009-02-11,-3.064,-3.111, 2.974, 2.966,98.814,96.068, 2.725, 3.028, 3.543,199.888,981.950,191.243,165.463,296.004,303.438, 0.348,,-5.508,-8.607,-9.697,-0.061,-2.831,-7.652,,, 4.039, 4.034,-0.066, 4.066,14.027,-1.089,-1.092,,, 0.866,-2.753,-2.037,-3.505, 0.695, 0.927,309.127,-10.775,-9.826, 8.929,-1.424, 0.701, 0.007,41.719,-0.013, 0.000, 0.411, 0.411,-0.880,-3.064,24,24
2009-02-12,-6.496,-6.625, 2.234, 2.212,98.821,92.872, 4.624, 5.119, 6.011,189.217,984.125,175.833,153.917,281.029,289.288, 0.327,,-6.038,-8.966,-9.651,-0.060,-3.256,-8.043,,, 4.034, 4.035,-0.066, 4.066,13.977,-5.294,-5.756,,, 0.876,-6.099,-4.894,-7.325, 7.636, 0.889,290.489,-10.347,-10.226, 9.031,-5.619, 0.000, 0.000,41.840,-0.013, 0.000, 0.000, 0.000,-2.530,-6.496,24,24
2009-02-13,-8.699,-8.696, 1.788, 1.800,96.825,89.468, 5.071, 5.485, 6.592,196.675,983.929,179.681,157.634,270.256,279.211, 0.313,,-5.714,-8.697,-9.678,-0.065,-3.041,-7.770,,,, 4.035,-0.065, 4.065,13.932,-7.312,-7.931,,, 0.877,-8.297,-3.901,-8.095, 5.415, 0.857,280.657,-7.863,-10.160, 6.658,-7.908, 0.000, 0.000,41.840,-0.013, 0.050, 0.000, 0.000,-7.270,-8.699,24,24
2009-02-14,-8.328,-8.216, 1.862, 1.892,97.860,90.769, 3.040, 3.106, 3.951,181.167,987.075,159.118,139.244,270.190,279.996, 0.287,,-5.501,-8.539,-9.684,-0.054,-2.906,-7.596,,, 4.040, 4.034,-0.060, 4.060,13.938,-6.199,-6.281,,, 0.875,-8.012,-1.604,-4.130, 2.033, 0.838,282.460,-4.107,-5.751, 2.255,-7.492, 0.000, 0.000,41.840,-0.007, 0.140, 0.000, 0.000,-7.150,-8.328,24,24
2009-02-15,-6.240,-6.138, 2.150, 2.190,94.100,89.335, 2.505, 2.863, 3.255,50.150,989.800,190.508,163.981,272.943,286.960, 0.281,,-5.470,-8.508,-9.684,-0.032,-2.918,-7.552,,, 4.018, 4.018,-0.048, 4.048,13.964,-4.729,-5.391,,, 0.860,-6.385, 1.147,-4.419,-1.999, 0.777,288.366,-2.719,-7.006,-0.769,-6.142, 0.000, 0.000,41.840,-0.009, 0.000, 0.000, 0.000,-3.340,-6.240,24,24
2009-02-16,-3.092,-3.002, 2.746, 2.781,92.260,89.943, 2.702, 2.895, 3.513,44.975,990.137,188.319,160.981,283.979,300.087, 0.337,,-5.990,-8.889,-9.641,-0.032,-3.282,-7.956,,, 4.015, 4.014,-0.046, 4.046,13.995,-1.408,-1.642,,, 0.855,-3.295, 1.311,-3.558,-5.847, 0.811,301.990, 0.261,-5.006,-0.676,-3.045, 5.688, 0.060,42.249,-0.006, 0.040, 0.110, 0.110,-1.160,-3.092,24,24
2009-02-17,-1.945,-1.942, 3.194, 3.212,95.965,94.637, 5.159, 5.818, 6.707,120.229,975.792,158.950,138.540,301.829,306.539,-0.081,,-7.073,-9.318,-9.570,-0.324,-4.274,-8.655,,, 4.000, 4.012,-0.043, 4.043,14.004,-1.362,-1.837,,, 0.872,-2.026, 2.057,-4.037,-3.075, 0.944,307.880,-3.498,-8.057, 0.467,-1.702, 3.089, 0.032,43.552,-0.010, 0.048, 0.050, 0.050,-1.240,-1.945,24,24
2009-02-18,-5.946,-6.073, 2.357, 2.336,97.514,92.234, 6.040, 6.562, 7.853,186.608,966.117,195.498,166.094,279.627,289.749, 0.075,,-5.733,-8.544,-9.667,-0.301,-3.325,-7.647,,,, 4.006,-0.038, 4.038,13.975,-4.774,-5.576,,, 0.846,-5.953,-1.089,-7.135, 5.324, 0.853,292.276,-9.601,-11.850, 5.253,-5.210, 0.000, 0.000,44.040,-0.015, 0.053, 0.000, 0.000,-2.310,-5.946,24,24
2009-02-19,-6.322,-6.404, 2.237, 2.233,97.999,92.540, 3.804, 3.804, 4.945,212.571,980.083,209.128,180.070,242.716,283.582, 0.149,,-4.998,-8.115,-9.679,-0.206,-2.748,-7.083,,,, 4.001,-0.033, 4.033,13.977,-3.444,-3.141,,, 0.865,-7.420, 2.556,-2.249, 5.284, 0.428,281.374, 4.676,-1.117, 7.619,-7.745, 0.000, 0.000,44.040,-0.002, 0.054, 0.000, 0.000,-5.630,-6.322,24,24
2009-02-20,-8.698,-8.827, 1.863, 1.854,97.435,89.794, 2.049, 2.203, 2.663,103.930,984.562,218.677,193.647,227.682,268.402, 0.025,,-6.143,-8.872,-9.621,-0.316,-3.529,-7.990,,,, 3.996,-0.029, 4.029,13.965,-7.127,-8.029,,, 0.893,-10.839, 5.578, 0.193, 5.015, 0.360,268.100, 7.005, 1.281, 6.521,-10.962, 0.000, 0.000,44.040, 0.002, 0.055, 0.000, 0.000,-4.520,-8.698,24,24
2009-02-21,-8.235,-8.140, 1.937, 1.966,99.804,92.681, 1.616, 1.794, 2.100,219.774,976.696,147.456,127.842,274.239,281.799,-0.089,,-6.192,-8.889,-9.618,-0.428,-3.567,-8.024,,,, 3.991,-0.024, 4.024,13.960,-6.034,-6.905,,, 0.861,-7.575,-2.461,-3.044,-0.148, 0.896,283.670,-4.751,-4.305,-2.043,-7.210, 0.000, 0.000,44.040,-0.005, 0.055, 0.000, 0.000,-6.310,-8.235,24,24
2009-02-22,-10.278,-10.430, 1.617, 1.602,99.847,90.586, 4.983, 5.576, 6.478,208.258,981.529,184.856,161.100,260.525,270.694,-0.393,,-5.322,-8.093,-9.673,-0.490,-3.167,-7.187,,,, 3.986,-0.019, 4.019,13.912,-9.338,-10.255,,, 0.873,-10.468, 0.562,-4.710, 7.185, 0.802,273.540,-8.321,-8.527, 6.664,-9.610, 0.000, 0.000,44.040,-0.011, 0.052, 0.000, 0.000,-6.550,-10.278,24,24
2009-02-23,-11.300,-11.255, 1.466, 1.482,99.857,89.917, 3.867, 4.145, 5.027,213.592,982.283,151.732,134.687,263.865,267.365,-1.095,,-6.394,-8.873,-9.607,-0.992,-3.905,-8.048,,,, 3.981,-0.014, 4.014,13.880,-10.107,-11.010,,, 0.890,-11.095,-1.556,-4.365, 3.761, 0.888,270.638,-6.940,-6.856, 3.678,-10.310, 0.000, 0.000,44.040,-0.009, 0.055, 0.000, 0.000,-10.450,-11.300,24,24
2009-02-24,-12.134,-12.292, 1.383, 1.374,99.787,88.989, 3.979, 4.266, 5.173,239.425,968.892,161.149,141.345,248.674,262.188,-1.738,,-6.471,-8.964,-9.606,-1.576,-3.978,-8.143,,,, 3.976,-0.009, 4.009,13.881,-10.988,-12.251,,, 0.874,-12.621, 1.683,-3.180, 7.485, 0.707,264.478,-3.786,-5.595, 7.416,-11.837, 0.000, 0.000,44.040,-0.007, 0.053, 0.000, 0.000,-10.690,-12.134,24,24
2009-02-25,-12.938,-12.765, 1.305, 1.336,99.394,88.280, 3.691, 4.041, 4.798,229.158,972.042,180.510,154.946,240.093,257.727,-2.202,,-5.183,-7.990,-9.655,-1.881,-3.138,-7.057,,,, 3.970,-0.004, 4.004,13.866,-11.859,-12.924,,, 0.856,-13.286, 3.510,-2.443, 1.511, 0.664,261.931,-2.352,-5.190, 1.517,-12.527, 0.000, 0.000,44.040,-0.007, 0.055, 0.000, 0.000,-9.580,-12.938,24,24
2009-02-26,-11.740,-11.925, 1.386, 1.374,98.167,87.884, 4.139, 4.424, 5.380,204.471,985.538,185.872,155.452,247.706,263.985,-2.572,,-5.030,-7.885,-9.639,-2.252,-3.066,-6.929,,,, 3.965, 0.001, 3.999,13.880,-10.643,-11.230,,, 0.835,-12.218, 1.979,-3.803, 6.720, 0.674,266.784,-6.772,-7.425, 5.208,-11.264, 0.000, 0.000,44.040,-0.009, 0.055, 0.000, 0.000,-9.750,-11.740,24,24
2009-02-27,-16.327,-16.589, 0.931, 0.920,98.308,84.387, 1.667, 1.730, 2.167,190.658,990.988,193.911,159.852,202.591,240.776,-2.830,,-5.560,-8.343,-9.634,-2.496,-3.405,-7.393,,,, 3.960, 0.006, 3.995,13.842,-13.699,-13.677,,, 0.825,-18.021, 3.145,-0.569,13.336, 0.331,245.985,-0.662,-1.879,11.039,-16.578, 0.000, 0.000,44.040,-0.002, 0.055, 0.000, 0.000,-13.700,-16.327,24,24
2009-02-28,-9.685,-9.216, 1.743, 1.805,99.368,91.313, 1.868, 2.038, 2.428,75.628,988.104,174.734,142.598,255.989,272.973,-3.145,,-5.911,-8.611,-9.620,-2.786,-3.694,-7.665,,,, 3.955, 0.010, 3.990,13.905,-8.159,-8.828,,, 0.816,-9.412, 0.955,-1.302,-10.492, 0.725,274.695,-2.258,-3.200,-9.041,-9.395, 0.000, 0.000,44.040,-0.004, 0.054, 0.000, 0.000,-6.410,-9.685,24,24
2009-03-01,-10.271,-10.660, 1.545, 1.507,95.151,86.292, 1.908, 2.117, 2.480,230.742,988.700,192.888,160.079,223.111,262.452,-3.463,,-5.244,-7.991,-9.645,-3.107,-3.350,-7.086,,,, 3.950, 0.015, 3.985,13.925,-8.430,-9.264,,, 0.830,-12.645, 5.548,-0.221, 7.515, 0.348,264.375, 3.667,-1.025, 7.071,-11.890, 0.000, 0.000,44.040,-0.001, 0.055, 0.000, 0.000,-7.300,-10.271,24,24
2009-03-02,-11.964,-11.813, 1.364, 1.394,99.674,89.474, 1.449, 1.548, 1.884,179.148,994.029,132.857,119.051,257.756,264.932,-3.723,,-5.086,-7.834,-9.635,-3.371,-3.356,-6.917,,,, 3.945, 0.020, 3.980,13.907,-9.717,-10.460,,, 0.902,-11.562,-0.836,-1.978,-0.976, 0.848,266.871,-2.512,-2.728,-0.387,-11.239, 0.000, 0.000,44.040,-0.003, 0.054, 0.000, 0.000,-10.220,-11.964,24,24
2009-03-03,-10.031,-9.825, 1.630, 1.668,99.995,91.241, 1.967, 2.158, 2.558,260.021,998.454,137.463,128.486,258.467,271.015,-3.878,,-5.273,-7.968,-9.634,-3.559,-3.527,-7.049,,,, 3.940, 0.025, 3.975,13.910,-8.556,-9.309,,, 0.933,-10.063, 0.914,-1.446,-3.276, 0.765,269.237, 2.786,-0.377,-0.822,-10.650, 0.000, 0.000,44.040,-0.001, 0.055, 0.000, 0.000,-7.130,-10.031,24,24
2009-03-04,-8.471,-8.546, 1.861, 1.861,97.335,89.915, 2.074, 2.253, 2.696,27.729,995.075,175.386,159.624,238.730,270.897,-3.812,,-6.138,-8.654,-9.593,-3.642,-4.057,-7.760,,,, 3.935, 0.030, 3.970,13.928,-6.528,-6.745,,, 0.909,-10.346, 5.427, 0.382, 0.289, 0.457,266.858, 9.106, 2.197, 2.261,-11.252, 0.000, 0.000,44.040, 0.003, 0.054, 0.000, 0.000,-5.020,-8.471,24,24
2009-03-05,-6.824,-6.766, 2.184, 2.205,99.931,93.893, 1.870, 1.947, 2.431,97.821,986.204,101.217,92.964,273.476,284.060,-3.847,,-5.864,-8.388,-9.611,-3.756,-4.011,-7.498,,,, 3.930, 0.035, 3.965,13.942,-5.633,-6.071,,, 0.923,-6.991, 1.172,-1.135,-5.849, 0.840,281.794, 3.735, 0.081,-6.232,-7.687, 0.000, 0.000,44.040, 0.000, 0.056, 0.000, 0.000,-5.100,-6.824,24,24
2009-03-06,-4.897,-4.696, 2.562, 2.614,99.770,95.656, 1.664, 1.935, 2.158,166.382,992.300,105.141,99.884,292.961,294.747,-3.896,,-5.182,-7.704,-9.610,-3.845,-3.775,-6.824,,,, 3.925, 0.040, 3.960,13.955,-3.498,-3.909,,, 0.950,-4.524,-0.310,-1.423,-7.243, 0.958,292.980, 1.349,-0.172,-6.848,-5.052, 0.000, 0.000,44.040,-0.000, 0.054, 0.000, 0.000,-2.490,-4.897,24,24
2009-03-07,-3.016,-3.025, 2.935, 2.938,98.698,96.004, 4.015, 4.273, 5.220,52.796,996.467,98.383,93.464,296.697,301.202,-3.806,,-5.925,-8.326,-9.605,-3.852,-4.249,-7.425,,,, 3.920, 0.044, 3.956,13.970,-2.427,-3.196,,, 0.950,-3.196, 1.409,-1.926,-5.467, 0.931,299.593, 3.718,-0.377,-5.202,-3.540, 0.000, 0.000,44.040,-0.001, 0.055, 0.000, 0.000,-2.710,-3.016,24,24
2009-03-08,-3.975,-3.992, 2.753, 2.753,99.822,96.119, 1.959, 2.067, 2.547,196.187,991.067,108.973,103.525,294.370,299.261,-3.664,,-6.113,-8.546,-9.592,-3.814,-4.325,-7.645,,,, 3.915, 0.049, 3.951,13.975,-2.626,-3.171,,, 0.950,-3.678,-1.402,-2.261,-2.359, 0.943,296.824, 0.225,-1.076,-1.870,-4.164, 0.000, 0.000,44.040,-0.001, 0.054, 0.000, 0.000,-2.840,-3.975,24,24
2009-03-09,-9.729,-10.173, 1.752, 1.697,99.765,90.802, 2.226, 2.468, 2.894,238.317,978.950,113.808,108.117,277.434,271.833,-3.619,,-6.160,-8.480,-9.589,-3.799,-4.447,-7.635,,,, 3.910, 0.054, 3.946,13.939,-8.266,-9.593,,, 0.950,-10.673, 1.513,-1.769,15.133, 0.962,276.903,-7.308,-5.543, 8.241,-8.833, 0.000, 0.000,44.040,-0.007, 0.055, 0.000, 0.000,-4.720,-9.729,24,24
2009-03-10,-6.004,-5.727, 2.093, 2.150,85.645,81.126, 2.685, 2.888, 3.491,239.554,973.633,130.759,122.151,259.450,276.048,-3.640,,-5.995,-8.327,-9.598,-3.778,-4.403,-7.469,,,, 3.905, 0.059, 3.941,13.929,-5.193,-6.642,,, 0.927,-8.953,11.186,-0.556,-2.366, 0.615,278.110,11.057,-0.000,-0.068,-8.555, 0.000, 0.000,44.040,-0.000, 0.054, 0.000, 0.000,-1.570,-6.004,24,24
2009-03-11,-2.853,-3.098, 2.554, 2.535,82.220,80.627, 3.560, 3.866, 4.627,314.588,973.233,114.873,100.228,257.094,288.535,-3.763,,-5.713,-7.997,-9.602,-3.832,-4.324,-7.149,,,, 3.899, 0.064, 3.936,13.965,-2.094,-3.598,,, 0.871,-6.056,14.864,-0.827,-4.813, 0.489,286.903,17.424, 0.867,-3.059,-6.485, 0.000, 0.000,44.040, 0.001, 0.055, 0.000, 0.000,-2.560,-2.853,24,24
2009-03-12,-6.330,-6.672, 2.019, 1.999,87.496,83.520, 1.618, 1.699, 2.103,193.804,978.867,123.948,104.339,238.224,267.383,-3.861,,-5.542,-7.818,-9.588,-3.905,-4.275,-6.971,,,, 3.894, 0.069, 3.931,13.942,-5.250,-6.207,,, 0.835,-11.148, 9.361, 1.333, 5.902, 0.403,271.663, 7.428, 0.526, 4.756,-10.110, 0.000, 0.000,44.040, 0.001, 0.054, 0.000, 0.000,-5.060,-6.330,24,24
2009-03-13,-11.077,-11.074, 1.544, 1.551,96.822,87.111, 1.007, 1.119, 1.309,166.322,972.692,152.957,122.802,246.740,262.406,-4.005,,-6.336,-8.504,-9.573,-4.005,-4.694,-7.695,,,, 3.889, 0.074, 3.926,13.915,-8.568,-9.892,,, 0.801,-12.300, 1.488,-0.412, 2.853, 0.670,271.583,-3.423,-2.999, 1.024,-10.140, 0.000, 0.000,44.040,-0.004, 0.056, 0.000, 0.000,-6.400,-11.077,24,24
