# NEAD 1.0 UTF-8
# [METADATA]
# station_id       = AWS15
# latitude         = -67.5717
# longitude        = -62.125
# altitude         = 49
# nodata           = 
# field_delimiter  = ,
# tz               = 0
# doi              = 
# [FIELDS]
# fields           = 
time,t,t2m,q,q2m,rh,rh2m,ff,ff10m,ffmax,ffdir,p,SWd,SWu,LWd,LWu,Tsub1a,Tsub2a,Tsub3a,Tsub4a,Tsub5a,Tsub1b,Tsub2b,Tsub3b,Tsub4b,Tsub5b,z_surf,z_surf_filtered,cum_surface_height_zboom,z_u,Vbat,TCNR,Tlogger,LAT,LON,alb,Ts_obs,SHFdown,LHFdown,GHFup,cloud_cover,LWu_mod,SHFdown_mod,LHFdown_mod,GHFup_mod,Ts_mod,meltE,melt,cumulative_melt,sublimation,accumulation,LWC,LWC_10cm,Tsmax,Tmax,pnan_SEB,pnan_AWS
2009-02-07,-1.319,-1.449, 2.839, 2.848,81.775,81.362, 2.460, 2.654, 3.199,275.829,992.608,261.788,216.882,244.808,295.413, 0.150,-2.515,-8.188,-10.296,-10.547,-0.158,-5.818,-9.772,,, 4.117, 4.122,-0.024, 4.124,14.134, 1.688, 1.420,,, 0.829,-4.464,11.447, 0.557,-4.662, 0.347,296.326,11.749, 0.478, 1.627,-4.355, 8.625, 0.094, 7.518, 0.001, 0.000, 0.181, 0.181,-0.720,-1.319,24,24
2009-02-08,-0.341,-0.468, 3.226, 3.245,86.105,86.380, 3.852, 4.276, 5.008,58.046,987.688,204.923,174.419,284.940,306.259, 0.125,-2.765,-8.267,-10.299,-10.527,-0.430,-5.940,-9.809,,, 4.121, 4.122,-0.024, 4.124,14.120, 0.572, 1.030,,, 0.855,-2.045, 9.738,-1.579,-6.499, 0.723,305.769, 9.839,-1.862, 0.073,-2.194,18.258, 0.196,10.564,-0.002, 0.000, 0.875, 0.875,-0.330,-0.341,24,24
2009-02-09,-2.190,-2.249, 3.105, 3.103,95.485,93.859, 5.035, 5.423, 6.546,133.767,979.079,202.278,181.348,299.057,305.322, 0.158,-1.876,-8.076,-10.244,-10.542, 0.028,-5.358,-9.695,,, 4.137, 4.126,-0.038, 4.138,14.078,-0.825,-0.251,,, 0.898,-2.338, 0.982,-4.993,-3.319, 0.930,308.471,-6.209,-10.311, 5.456,-1.565, 0.000, 0.000,13.810,-0.013, 0.000, 0.454, 0.454,-0.410,-2.190,24,24
2009-02-10,-1.367,-1.445, 3.361, 3.347,96.438,95.314, 3.604, 3.868, 4.685,153.992,977.992,183.091,166.795,301.067,308.045, 0.102,-1.730,-8.041,-10.200,-10.548, 0.083,-5.452,-9.652,,, 4.153, 4.141,-0.040, 4.140,14.079, 0.145, 0.675,,, 0.911,-1.738, 2.318,-1.831,-4.381, 0.915,308.826,-0.659,-4.144,-2.878,-1.490, 0.000, 0.000,13.810,-0.005, 0.137, 0.000, 0.000,-0.220,-1.367,24,24
2009-02-11,-5.105,-5.166, 2.441, 2.440,96.561,92.260, 3.651, 3.976, 4.747,158.367,982.242,182.882,167.911,286.303,292.895, 0.054,-2.313,-8.040,-10.168,-10.556,-0.172,-5.690,-9.618,,, 4.133, 4.132,-0.027, 4.127,14.045,-3.378,-2.834,,, 0.919,-5.129,-0.112,-4.448, 2.155, 0.915,294.230,-3.216,-6.412, 2.432,-4.756, 0.000, 0.000,13.810,-0.008, 0.060, 0.000, 0.000,-3.880,-5.105,24,24
2009-02-12,-8.176,-8.276, 1.859, 1.854,95.935,89.011, 4.858, 5.275, 6.316,170.483,984.667,183.462,169.276,273.017,278.861, 0.011,-2.568,-8.036,-10.145,-10.553,-0.469,-5.745,-9.593,,, 4.115, 4.120,-0.022, 4.121,13.997,-7.071,-6.543,,, 0.923,-8.451, 1.812,-5.496, 5.804, 0.881,280.813,-3.568,-8.197, 5.914,-7.870, 0.000, 0.000,13.810,-0.010, 0.000, 0.000, 0.000,-5.910,-8.176,24,24
2009-02-13,-9.249,-9.258, 1.660, 1.671,94.397,86.836, 5.094, 5.476, 6.622,178.117,984.188,183.226,168.009,267.528,274.484,-0.479,-2.615,-7.952,-10.103,-10.561,-0.673,-5.685,-9.531,,, 4.122, 4.119,-0.023, 4.123,13.969,-8.187,-7.710,,, 0.916,-9.398, 1.517,-6.608, 3.338, 0.865,275.953,-2.077,-8.396, 3.768,-9.025, 0.000, 0.000,13.810,-0.011, 0.085, 0.000, 0.000,-8.510,-9.249,24,24
2009-02-14,-8.351,-8.242, 1.813, 1.845,95.454,88.682, 2.618, 2.672, 3.404,183.067,986.971,174.096,158.074,270.129,279.144,-1.163,-2.769,-7.927,-10.069,-10.561,-1.093,-5.714,-9.496,,, 4.103, 4.115,-0.015, 4.115,13.995,-6.031,-5.567,,, 0.908,-8.209,-0.226,-3.635,-0.998, 0.860,280.590,-0.822,-4.143,-1.043,-7.931, 0.000, 0.000,13.810,-0.005, 0.000, 0.000, 0.000,-7.130,-8.351,24,24
2009-02-15,-6.938,-7.017, 2.057, 2.063,95.435,89.885, 2.468, 2.789, 3.208,51.920,989.188,229.762,204.508,265.131,279.764,-1.926,-3.101,-7.942,-10.040,-10.559,-1.907,-5.806,-9.475,,, 4.107, 4.110,-0.015, 4.115,14.020,-5.239,-4.960,,, 0.890,-8.233, 5.326,-1.077, 0.471, 0.724,284.595, 0.557,-4.111,-0.006,-7.000, 0.000, 0.000,13.810,-0.005, 0.000, 0.000, 0.000,-4.310,-6.938,24,24
2009-02-16,-4.715,-4.574, 2.488, 2.529,94.811,90.936, 2.602, 2.781, 3.383,32.038,989.887,183.540,164.107,278.294,290.730,-2.348,-3.182,-7.910,-10.015,-10.555,-2.299,-5.751,-9.444,,, 4.115, 4.119,-0.029, 4.129,14.042,-3.075,-2.720,,, 0.895,-5.353, 3.341,-1.632,-7.764, 0.829,292.690, 2.270,-2.960,-7.184,-5.186, 0.000, 0.000,13.810,-0.004, 0.000, 0.000, 0.000,-2.080,-4.715,24,24
2009-02-17,-2.367,-2.394, 3.084, 3.089,96.174,94.285, 5.416, 6.184, 7.041,117.083,977.296,153.021,140.466,298.782,302.871,-2.200,-2.800,-7.725,-10.020,-10.542,-2.253,-4.740,-9.399,,, 4.141, 4.132,-0.047, 4.147,14.072,-1.783,-1.255,,, 0.918,-2.821, 5.116,-2.185,-6.224, 0.935,303.215, 1.935,-4.501,-5.431,-2.735, 0.000, 0.000,13.810,-0.006, 0.000, 0.000, 0.000,-2.190,-2.367,24,24
2009-02-18,-7.321,-7.440, 2.050, 2.037,96.176,89.925,10.173,10.930,13.225,170.308,967.125,184.298,165.771,275.406,281.942,-2.518,-3.255,-7.620,-9.932,-10.569,-2.621,-5.088,-9.243,,, 4.164, 4.157,-0.056, 4.156,14.005,-6.648,-6.409,,, 0.897,-7.737, 5.508,-9.377, 4.817, 0.875,283.242,-1.629,-13.059, 4.627,-7.304, 0.000, 0.000,13.810,-0.017, 0.205, 0.000, 0.000,-5.190,-7.321,24,24
2009-02-19,-6.624,-6.770, 2.142, 2.130,96.482,90.941, 2.875, 2.813, 3.738,195.367,980.225,192.317,175.211,241.996,280.215,-3.009,-3.532,-7.675,-9.877,-10.574,-2.870,-5.593,-9.232,,, 4.141, 4.145,-0.037, 4.137,14.045,-3.053,-2.032,,, 0.916,-8.269, 3.621,-1.266, 4.309, 0.463,272.864, 6.911, 0.295, 8.760,-9.800, 0.000, 0.000,13.810, 0.000, 0.214, 0.000, 0.000,-6.400,-6.624,24,24
2009-02-20,-9.832,-10.032, 1.668, 1.655,97.067,88.702, 2.053, 2.240, 2.647,69.742,984.375,182.270,169.513,239.588,261.751,-3.364,-3.864,-7.821,-9.903,-10.555,-3.241,-5.832,-9.318,,, 4.116, 4.122,-0.017, 4.117,13.989,-8.654,-9.025,,, 0.932,-12.507, 6.246, 0.097, 3.668, 0.568,262.857, 7.325, 0.783, 2.239,-12.283, 0.000, 0.000,13.810, 0.001, 0.003, 0.000, 0.000,-6.120,-9.832,24,24
2009-02-21,-8.985,-8.992, 1.809, 1.818,99.668,91.649, 2.392, 2.754, 3.110,215.254,976.525,154.482,140.590,268.614,276.449,-3.798,-3.977,-7.771,-9.867,-10.563,-3.541,-5.847,-9.269,,, 4.114, 4.116,-0.020, 4.120,13.994,-7.146,-6.609,,, 0.905,-8.891,-0.565,-2.882,-0.728, 0.886,276.464,-2.063,-3.581,-2.041,-8.914, 0.000, 0.000,13.810,-0.004, 0.000, 0.000, 0.000,-7.480,-8.985,24,24
2009-02-22,-11.887,-11.948, 1.334, 1.338,95.779,85.888, 5.344, 5.720, 6.947,184.933,982.258,181.594,165.794,253.885,263.564,-4.089,-4.116,-7.692,-9.807,-10.571,-3.825,-5.833,-9.187,,, 4.120, 4.117,-0.021, 4.121,13.944,-10.893,-10.654,,, 0.915,-12.112, 1.625,-5.988, 5.767, 0.813,264.968,-2.606,-7.701, 5.831,-11.695, 0.000, 0.000,13.810,-0.010, 0.000, 0.000, 0.000,-10.440,-11.887,24,24
2009-02-23,-12.134,-12.093, 1.320, 1.340,96.934,86.891, 4.078, 4.393, 5.302,184.317,982.325,141.478,131.174,261.127,263.029,-4.423,-4.308,-7.788,-9.831,-10.550,-4.095,-5.939,-9.241,,, 4.116, 4.116,-0.018, 4.118,13.927,-11.034,-10.598,,, 0.927,-12.156, 0.505,-4.583, 2.481, 0.908,264.779,-2.662,-5.927, 1.935,-11.742, 0.000, 0.000,13.810,-0.008, 0.000, 0.000, 0.000,-11.120,-12.134,24,24
2009-02-24,-11.668,-11.693, 1.390, 1.401,96.611,86.852, 3.396, 3.644, 4.415,175.225,968.954,160.898,149.629,257.303,264.559,-4.801,-4.432,-7.728,-9.787,-10.556,-4.396,-5.933,-9.190,,, 4.110, 4.115,-0.018, 4.117,13.936,-10.131,-9.458,,, 0.929,-11.833, 0.911,-3.733, 1.850, 0.840,265.324,-0.418,-4.402, 1.889,-11.606, 0.000, 0.000,13.810,-0.006, 0.000, 0.000, 0.000,-11.140,-11.668,24,24
2009-02-25,-11.515,-11.446, 1.417, 1.437,97.267,87.584, 3.614, 3.936, 4.698,193.600,971.842,157.462,144.556,260.199,265.038,-5.093,-4.571,-7.604,-9.704,-10.572,-4.678,-5.901,-9.062,,, 4.114, 4.116,-0.019, 4.119,13.938,-10.463,-10.333,,, 0.917,-11.607, 1.230,-3.785,-0.037, 0.874,266.759,-1.579,-5.082,-0.242,-11.261, 0.000, 0.000,13.810,-0.006, 0.000, 0.000, 0.000,-10.130,-11.515,24,24
2009-02-26,-12.870,-13.158, 1.210, 1.194,94.619,84.116, 3.798, 4.031, 4.937,190.742,985.629,176.761,160.213,238.614,257.451,-5.267,-4.750,-7.593,-9.672,-10.575,-4.890,-5.953,-9.029,,, 4.115, 4.118,-0.023, 4.123,13.935,-11.669,-11.534,,, 0.906,-13.937, 4.316,-3.417, 8.321, 0.645,257.850, 1.505,-4.479, 7.858,-13.491, 0.000, 0.000,13.810,-0.006, 0.000, 0.000, 0.000,-10.480,-12.870,24,24
2009-02-27,-15.501,-15.597, 1.012, 1.030,99.423,86.000, 1.518, 1.604, 1.974,225.939,990.596,167.608,151.679,224.734,244.523,-5.466,-4.922,-7.652,-9.678,-10.562,-5.057,-6.049,-9.065,,, 4.121, 4.120,-0.023, 4.123,13.885,-13.332,-13.716,,, 0.906,-16.967, 3.681,-0.259, 4.093, 0.599,246.537, 2.227,-0.689, 4.916,-16.444, 0.000, 0.000,13.810,-0.001, 0.037, 0.000, 0.000,-12.140,-15.501,23,24
2009-02-28,-10.630,-10.504, 1.566, 1.592,98.755,89.694, 2.075, 2.250, 2.692,57.571,987.512,144.301,128.733,256.823,267.211,-5.807,-5.091,-7.668,-9.659,-10.558,-5.301,-6.130,-9.050,,, 4.120, 4.119,-0.020, 4.120,13.958,-9.465,-9.188,,, 0.889,-11.094, 2.710,-0.890,-5.001, 0.790,267.525, 1.518,-1.498,-4.723,-11.105, 0.000, 0.000,13.810,-0.002, 0.000, 0.000, 0.000,-8.420,-10.630,24,24
2009-03-01,-14.030,-14.305, 1.142, 1.122,98.652,86.526, 1.710, 1.862, 2.223,248.550,988.329,182.431,160.742,213.676,247.674,-6.012,-5.235,-7.630,-9.613,-10.565,-5.544,-6.156,-8.992,,, 4.112, 4.118,-0.019, 4.119,13.925,-11.971,-12.023,,, 0.882,-16.205, 3.982,-0.322, 7.852, 0.413,248.185, 4.130,-0.194, 8.854,-15.951, 0.000, 0.000,13.810,-0.000, 0.000, 0.000, 0.000,-11.900,-14.030,24,24
2009-03-02,-13.445,-13.446, 1.186, 1.198,99.211,87.762, 1.145, 1.257, 1.489,159.365,994.217,138.003,125.926,255.614,257.238,-6.266,-5.373,-7.599,-9.571,-10.563,-5.753,-6.184,-8.950,,, 4.134, 4.119,-0.026, 4.126,13.931,-11.186,-11.140,,, 0.913,-13.629, 0.231,-1.217, 0.495, 0.891,260.948,-2.764,-2.502,-1.440,-12.699, 0.000, 0.000,13.810,-0.003, 0.000, 0.000, 0.000,-12.200,-13.445,24,24
2009-03-03,-12.222,-11.992, 1.338, 1.378,98.907,88.608, 1.788, 1.916, 2.319,242.943,998.017,140.886,131.187,251.174,261.469,-6.395,-5.532,-7.639,-9.558,-10.560,-5.913,-6.284,-8.962,,, 4.127, 4.121,-0.023, 4.123,13.937,-10.487,-10.325,,, 0.929,-12.414, 1.537,-1.141,-3.441, 0.787,261.207, 2.247,-0.757,-1.566,-12.643, 0.000, 0.000,13.810,-0.001, 0.051, 0.000, 0.000,-8.320,-12.222,24,24
2009-03-04,-8.567,-8.568, 1.810, 1.825,96.088,88.892, 2.207, 2.363, 2.869,23.887,994.508,139.588,129.086,253.353,271.619,-6.415,-5.676,-7.688,-9.567,-10.554,-6.022,-6.360,-8.981,,, 4.111, 4.120,-0.019, 4.119,13.982,-7.104,-6.937,,, 0.925,-10.075, 4.730,-0.426,-4.188, 0.670,268.421, 6.868, 0.485,-2.819,-10.893, 0.000, 0.000,13.810, 0.001, 0.000, 0.000, 0.000,-5.620,-8.567,24,24
2009-03-05,-8.600,-8.557, 1.863, 1.883,99.772,92.218, 1.899, 2.036, 2.468,97.575,986.446,107.317,100.634,265.839,275.769,-6.382,-5.805,-7.681,-9.532,-10.554,-6.080,-6.422,-8.947,,, 4.119, 4.122,-0.027, 4.127,13.997,-7.256,-6.886,,, 0.938,-8.965, 1.525,-1.193,-4.901, 0.833,273.275, 3.552,-0.107,-4.198,-9.695, 0.000, 0.000,13.810,-0.000, 0.000, 0.000, 0.000,-5.810,-8.600,24,24
2009-03-06,-4.332,-4.214, 2.661, 2.691,99.255,95.443, 1.976, 2.160, 2.568,127.737,992.171,117.228,109.932,293.453,295.906,-6.323,-5.899,-7.608,-9.463,-10.562,-6.121,-6.423,-8.859,,, 4.134, 4.130,-0.037, 4.138,14.042,-2.774,-2.758,,, 0.936,-4.282, 0.335,-1.307,-11.002, 0.955,293.082, 2.208,-0.015,-10.239,-5.023, 0.000, 0.000,13.810, 0.000, 0.000, 0.000, 0.000,-2.470,-4.332,24,24
2009-03-07,-3.178,-3.200, 2.877, 2.878,98.115,95.298, 3.628, 3.970, 4.717,44.567,996.679,105.808,98.400,295.079,299.983,-6.140,-6.022,-7.721,-9.483,-10.554,-6.059,-6.578,-8.926,,, 4.140, 4.136,-0.039, 4.139,14.060,-2.572,-2.340,,, 0.931,-3.480, 1.957,-1.693,-7.068, 0.924,298.541, 3.830,-0.454,-6.941,-3.777, 0.000, 0.000,13.810,-0.001, 0.122, 0.000, 0.000,-3.010,-3.178,24,24
2009-03-08,-4.609,-4.702, 2.597, 2.585,99.422,95.174, 1.910, 2.087, 2.482,164.008,991.204,103.888,97.028,292.089,294.944,-5.902,-6.048,-7.717,-9.476,-10.549,-5.951,-6.587,-8.914,,, 4.134, 4.131,-0.027, 4.127,14.045,-3.312,-2.944,,, 0.934,-4.692, 0.072,-1.558,-2.112, 0.950,294.523, 0.100,-1.515,-2.750,-4.688, 0.000, 0.000,13.810,-0.002, 0.061, 0.000, 0.000,-3.800,-4.609,24,24
2009-03-09,-9.734,-9.945, 1.690, 1.669,99.333,90.646, 3.236, 3.408, 4.207,205.433,978.754,115.569,106.727,263.655,273.229,-5.707,-6.080,-7.735,-9.458,-10.548,-5.821,-6.642,-8.896,,, 4.116, 4.123,-0.022, 4.122,13.990,-8.354,-8.035,,, 0.921,-9.954, 0.410,-3.114, 7.399, 0.830,273.288,-0.754,-3.746, 6.844,-9.674, 0.000, 0.000,13.810,-0.005, 0.000, 0.000, 0.000,-7.120,-9.734,24,24
2009-03-10,-7.099,-6.872, 1.946, 1.987,88.101,82.172, 2.523, 2.768, 3.280,258.887,972.788,120.149,107.577,251.273,275.994,-5.696,-6.129,-7.761,-9.429,-10.548,-5.789,-6.729,-8.883,,, 4.120, 4.123,-0.029, 4.129,13.976,-6.442,-6.634,,, 0.894,-8.973, 9.898,-0.612,-2.351, 0.597,274.616,11.747, 0.485,-1.244,-9.387, 0.000, 0.000,13.810, 0.001, 0.120, 0.000, 0.000,-3.620,-7.099,24,24
2009-03-11,-3.210,-3.361, 2.334, 2.350,77.381,76.284, 3.670, 3.991, 4.770,308.829,972.087,107.216,94.973,260.375,286.964,-5.782,-6.145,-7.758,-9.390,-10.548,-5.815,-6.771,-8.863,,, 4.124, 4.121,-0.019, 4.119,14.039,-2.610,-3.239,,, 0.886,-6.296,15.498,-2.383,-5.633, 0.566,285.360,17.896,-0.873,-4.739,-6.828, 0.000, 0.000,13.810,-0.001, 0.097, 0.000, 0.000,-2.570,-3.210,24,24
