# NEAD 1.0 UTF-8
# [METADATA]
# station_id       = AWS18
# latitude         = -66.4024
# longitude        = -63.3708
# altitude         = 78
# nodata           = 
# field_delimiter  = ,
# tz               = 0
# doi              = 
# [FIELDS]
# fields           = 
time,t,t2m,q,q2m,rh,rh2m,ff,ff10m,ffmax,ffdir,p,SWd,SWu,LWd,LWu,Tsub1a,Tsub2a,Tsub3a,Tsub4a,Tsub5a,Tsub1b,Tsub2b,Tsub3b,Tsub4b,Tsub5b,z_surf,z_surf_filtered,cum_surface_height_zboom,z_u,Vbat,TCNR,Tlogger,LAT,LON,alb,Ts_obs,SHFdown,LHFdown,GHFup,cloud_cover,LWu_mod,SHFdown_mod,LHFdown_mod,GHFup_mod,Ts_mod,meltE,melt,cumulative_melt,sublimation,accumulation,LWC,LWC_10cm,Tsmax,Tmax,pnan_SEB,pnan_AWS
2014-12-21,-3.503,,,,,, 1.288,, 1.844,188.129,983.731,416.621,329.173,216.845,286.185, 2.479, 1.825, 0.744, 0.306, 0.285,-0.063,-0.942,-1.589,,, 2.149, 2.145,-0.061, 2.161, 5.293, 3.561, 6.083,-66.402,-63.371,,,,,,,,,,,,,,,,,,,,-3.503,0,24
2014-12-22,-5.278,,,,,, 1.039,, 1.912,169.425,981.906,303.847,254.242,278.416,293.638, 2.000, 1.559, 0.797, 0.412, 0.550, 0.588,-0.131,-0.405,,, 2.148, 2.145,-0.047, 2.147, 5.277, 0.526, 3.370,-66.402,-63.371,,,,,,,,,,,,,,,,,,,,-5.278,0,24
2014-12-23,-4.149,,,,,, 2.554,, 3.497,136.361,971.574,254.948,232.944,289.987,291.621, 1.652, 1.173, 0.624, 0.336, 0.447, 0.468,-0.318,-1.086,,, 2.109, 2.119,-0.016, 2.116,-203.166,-1.617, 1.084,-273.332,-270.363,,,,,,,,,,,,,,,,,,,,-4.149,0,23
2014-12-24,-5.736,,,,,, 5.402,, 7.048,199.954,969.992,302.680,276.876,273.239,285.514, 1.719, 1.184, 0.554, 0.288, 0.389, 0.325,-0.700,-1.607,,, 2.090, 2.098,-0.015, 2.115, 5.273,-3.301,-0.294,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-5.736,0,24
2014-12-25,-6.517,,,,,, 2.588,, 3.704,222.550,972.308,309.672,272.384,264.073,281.235, 1.180, 1.055, 0.501, 0.282, 0.351, 0.168,-1.001,-1.937,,, 2.110, 2.100,-0.014, 2.114, 5.268,-2.136, 0.908,-66.402,-63.371,,,,,,,,,,,,,,,,,,,,-6.517,0,24
2014-12-26,-5.940,,,,,, 2.217,, 3.247,266.742,972.119,340.482,283.995,265.857,283.501, 1.399, 1.058, 0.490, 0.300, 0.233,-0.129,-1.286,-2.167,,, 2.088, 2.092,-0.004, 2.104, 5.263,-2.077, 1.140,-66.402,-63.371,,,,,,,,,,,,,,,,,,,,-5.940,0,24
2014-12-27,-3.733,,,,,, 1.892,, 2.836,282.896,976.006,400.192,325.222,243.334,288.045, 2.062, 1.259, 0.529, 0.376, 0.029,-0.327,-1.380,-2.167,,, 2.081, 2.095,-0.015, 2.115, 5.266, 2.082, 4.729,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-3.733,0,24
2014-12-28,-4.395,,,,,, 1.671,, 2.518,191.954,979.173,375.489,297.028,243.545,287.051, 1.562, 1.280, 0.584, 0.459, 0.202, 0.312,-0.025, 0.016,,, 2.109, 2.112,-0.036, 2.136, 5.279, 0.102, 3.289,-66.402,-63.371,,,,,,,,,,,,,,,,,,,,-4.395,0,24
2014-12-29,-3.400,,,,,, 0.906,, 1.413,162.133,987.700,422.505,327.940,226.945,283.913, 2.318, 1.722, 0.995, 0.588, 0.292, 0.562,-0.007,-0.280,,, 2.139, 2.129,-0.053, 2.153, 5.286, 4.514, 7.558,-66.402,-63.371,,,,,,,,,,,,,,,,,,,,-3.400,0,24
2014-12-30,-2.152,,,,,, 0.634,, 1.236,186.692,995.521,417.880,321.305,214.896,286.863, 3.255, 2.133, 1.248, 0.620, 0.352, 0.708, 0.103, 0.060,,, 2.154, 2.145,-0.060, 2.160, 5.296, 7.016, 9.527,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-2.152,0,24
2014-12-31,-2.359,,,,,, 1.259,, 1.864,244.321,999.558,433.377,328.441,231.612,290.005, 2.091, 1.894, 1.149, 0.656, 0.352, 0.788, 0.170, 0.090,,, 2.150, 2.153,-0.070, 2.170, 5.293, 3.023, 6.458,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-2.359,0,24
2015-01-01,-0.906,,,,,, 1.150,, 1.719,225.679,1000.012,414.419,306.206,221.190,293.927, 1.973, 2.150, 1.351, 0.735, 0.393, 0.832, 0.246, 0.108,,, 2.171, 2.165,-0.086, 2.186, 5.294, 6.390, 9.527,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-0.906,0,24
2015-01-02,-0.379,,,,,, 1.470,, 2.305,166.242,994.273,427.574,312.162,236.104,295.008, 1.729, 2.170, 1.326, 0.779, 0.358, 0.893, 0.319, 0.137,,, 2.183, 2.184,-0.101, 2.201, 5.289, 4.587, 8.018,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-0.379,0,24
2015-01-03, 1.270,,,,,, 1.629,, 2.546,189.883,987.985,398.135,294.272,250.835,301.684, 2.598, 2.458, 1.640, 0.822, 0.389, 0.950, 0.422, 0.134,,, 2.212, 2.202,-0.122, 2.222, 5.284, 7.189, 9.847,-66.403,-63.371,,,,,,,,,,,,,,,,,,,, 1.270,0,24
2015-01-04,-1.611,,,,,, 1.742,, 2.531,183.688,979.471,354.206,274.285,252.572,297.309, 0.992, 1.557, 1.531, 0.703, 0.429, 0.832, 0.448, 0.152,,, 2.224, 2.219,-0.130, 2.230, 5.288, 2.866, 6.069,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-1.611,0,24
2015-01-05,-1.946,,,,,, 3.394,, 4.799,163.475,980.590,295.963,253.564,289.954,301.565, 1.448, 1.434, 0.881, 0.565, 0.377, 0.797, 0.405, 0.145,,, 2.217, 2.215,-0.114, 2.214, 5.249, 0.600, 3.645,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-1.946,0,24
2015-01-06,-5.067,,,,,, 2.273,, 2.949,185.225,982.633,315.718,285.180,275.862,289.722, 1.446, 1.296, 0.996, 0.678, 0.281, 0.665, 0.351, 0.133,,, 2.176, 2.186,-0.086, 2.186, 5.263,-0.704, 2.540,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-5.067,0,24
2015-01-07,-3.858,,,,,, 0.799,, 1.208,195.755,984.248,333.032,295.331,273.175,292.445, 1.338, 1.198, 1.067, 0.789, 0.276, 0.667, 0.353, 0.135,,, 2.161, 2.173,-0.089, 2.189,-411.597, 2.870, 4.868,-480.261,-477.355,,,,,,,,,,,,,,,,,,,,-3.858,0,22
2015-01-08,-3.612,,,,,, 0.870,, 1.372,182.104,985.281,295.110,253.031,267.344,292.125, 1.762, 1.492, 1.313, 1.017, 0.322, 0.747, 0.405, 0.165,,, 2.185, 2.182,-0.097, 2.197, 5.277, 1.199, 3.563,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-3.612,0,24
2015-01-09,-3.350,,,,,, 1.188,, 1.932,212.442,980.217,353.543,298.414,254.434,290.922, 1.467, 1.529, 1.481, 1.197, 0.393, 0.859, 0.432, 0.199,,, 2.200, 2.188,-0.100, 2.200, 5.278, 3.591, 5.670,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-3.350,0,24
2015-01-10,-2.881,,,,,, 3.162,, 4.036,140.112,977.404,326.207,277.261,277.769,299.581, 1.023, 1.071, 1.094, 0.892, 0.388, 0.791, 0.363, 0.202,,, 2.195, 2.192,-0.106, 2.207, 5.260, 0.238, 3.496,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-2.881,0,24
2015-01-11,-3.114,,,,,, 1.939,, 2.512,148.204,977.965,334.061,289.800,275.565,298.775, 1.950, 1.468, 1.288, 0.651, 0.394, 0.828, 0.415, 0.193,,, 2.198, 2.192,-0.100, 2.200, 5.256, 2.240, 4.879,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-3.114,0,24
2015-01-12,-2.754,,,,,, 1.681,, 2.195,213.821,981.648,290.167,253.164,280.660,298.082, 1.386, 1.359, 0.971, 0.441, 0.406, 0.748, 0.337, 0.184,,, 2.179, 2.183,-0.089, 2.189, 5.248, 1.106, 4.045,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-2.754,0,24
2015-01-13,-2.970,,,,,, 1.357,, 1.872,171.446,983.490,316.667,270.638,262.218,294.617, 1.646, 1.517, 1.217, 0.743, 0.401, 0.814, 0.355, 0.233,,, 2.175, 2.173,-0.081, 2.181, 5.245, 1.950, 4.459,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-2.970,0,24
2015-01-14,-2.776,,,,,, 2.032,, 2.849,194.108,979.769,263.844,226.128,277.813,299.202, 1.005, 1.003, 1.001, 0.755, 0.346, 0.798, 0.341, 0.254,,, 2.162, 2.164,-0.071, 2.171, 5.253, 0.422, 2.896,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-2.776,0,24
2015-01-15,-4.679,,,,,, 3.792,, 4.853,171.638,981.965,278.898,246.596,274.093,291.625, 1.095, 0.972, 0.859, 0.606, 0.348, 0.719, 0.318, 0.223,,, 2.156, 2.150,-0.055, 2.155, 5.242,-0.576, 1.833,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-4.679,0,24
2015-01-16,-5.250,,,,,, 3.453,, 4.955,212.908,989.502,252.954,222.203,270.783,285.730, 0.728, 0.964, 0.849, 0.558, 0.392, 0.669, 0.298, 0.196,,, 2.130, 2.138,-0.048, 2.148, 5.246,-3.049,-0.366,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-5.250,0,24
2015-01-17,-2.327,,,,,, 2.256,, 3.247,208.758,992.321,345.030,296.509,240.901,293.897, 0.886, 0.955, 0.946, 0.699, 0.546, 0.787, 0.364, 0.229,,, 2.143, 2.136,-0.052, 2.152, 5.243, 2.098, 4.631,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-2.327,0,24
2015-01-18,-3.377,,,,,, 1.288,, 2.069,259.874,983.483,331.015,275.712,233.690,290.204, 0.481, 0.958, 0.805, 0.780, 0.620, 0.715, 0.344, 0.257,,, 2.183,,-0.052, 2.600,-203.172, 1.048, 3.354,-273.332,-270.363,,,,,,,,,,,,,,,,,,,,-3.377,0,23
2015-01-19,-2.693,,,,,, 2.724,, 3.955,231.496,974.254,275.566,217.931,259.550,294.839,-2.038,-2.001,-0.531, 1.292, 0.607, 0.810, 0.220, 0.524,,, 2.677, 2.688,-0.033, 2.581, 5.265, 0.160, 2.801,-66.403,-63.370,,,,,,,,,,,,,,,,,,,,-2.693,0,24
2015-01-20,-1.323,,,,,, 2.933,, 4.180,141.150,971.002,310.398,241.496,265.559,303.524, 0.986, 0.882, 0.179, 1.331, 0.850, 0.875, 0.167, 0.560,,, 2.665, 2.661,-0.003, 2.551, 5.239, 2.356, 4.822,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-1.323,0,24
2015-01-21,-0.519,,,,,, 4.142,, 5.992,159.938,969.402,259.529,215.927,287.515,304.938, 0.273, 0.122, 0.239, 0.703, 0.466, 0.345, 0.094, 0.289,,, 2.625, 2.632, 0.011, 2.538, 5.235, 1.270, 3.936,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-0.519,0,24
2015-01-22,-1.464,,,,,, 1.236,, 1.897,155.021,971.733,251.764,220.948,294.565,303.049, 1.314, 0.610, 0.278, 0.696, 0.471, 0.323, 0.100, 0.278,,, 2.646, 2.614, 0.059, 2.489, 5.220, 3.438, 5.427,-66.403,-63.370,,,,,,,,,,,,,,,,,,,,-1.464,0,24
2015-01-23,-2.839,,,,,, 3.357,, 4.726,124.025,977.050,251.127,222.203,287.348,298.852, 1.633, 0.931, 0.318, 0.782, 0.505, 0.353, 0.109, 0.285,,, 2.554, 2.562, 0.096, 2.452, 5.245, 0.432, 2.948,-66.403,-63.371,,,,,,,,,,,,,,,,,,,,-2.839,0,24
2015-01-24,-4.784,,,,,, 1.626,, 2.405,156.154,977.837,270.979,237.139,254.697,281.283, 0.562, 0.548, 0.236, 0.631, 0.373, 0.278, 0.079, 0.230,,, 2.531, 2.538, 0.098, 2.450, 5.234,-1.209, 0.866,-66.403,-63.370,,,,,,,,,,,,,,,,,,,,-4.784,0,24
2015-01-25,-5.208,,,,,, 1.479,, 2.468,235.612,981.069,236.225,206.392,255.586,281.128,-1.088,-0.704,-0.084, 0.596, 0.374, 0.323, 0.088, 0.253,,, 2.557, 2.549, 0.088, 2.460, 5.261,-0.941, 1.177,-66.403,-63.370,,,,,,,,,,,,,,,,,,,,-5.208,0,24
2015-01-26,-2.600,,,,,, 2.279,, 3.655,145.513,979.810,266.825,231.981,278.942,298.872, 0.069,-0.332,-0.186, 0.301, 0.289, 0.351, 0.107, 0.218,,, 2.572, 2.554, 0.080, 2.468, 5.254, 1.734, 4.121,-66.403,-63.370,,,,,,,,,,,,,,,,,,,,-2.600,0,24
2015-01-27,-1.978,,,,,, 1.783,, 2.599,135.537,977.531,236.229,201.607,277.562,301.728, 1.208, 0.534, 0.288, 0.670, 0.432, 0.396, 0.129, 0.272,,, 2.572, 2.567, 0.075, 2.473, 5.218, 1.298, 3.366,-66.403,-63.370,,,,,,,,,,,,,,,,,,,,-1.978,0,24
2015-01-28,-0.632,,,,,, 3.152,, 5.396,180.433,977.258,235.763,198.752,274.585,299.736, 0.395,-0.111, 0.007, 0.450, 0.279, 0.384, 0.114, 0.238,,, 2.553, 2.556, 0.101, 2.447, 5.250, 1.160, 3.520,-66.403,-63.370,,,,,,,,,,,,,,,,,,,,-0.632,0,24
2015-01-29,-1.160,,,,,, 3.665,, 5.635,140.375,973.927,292.948,233.019,267.175,303.130, 2.023, 1.141, 0.483, 0.862, 0.534, 0.468, 0.122, 0.321,,, 2.515, 2.525, 0.117, 2.431, 5.222, 0.355, 3.315,-66.403,-63.370,,,,,,,,,,,,,,,,,,,,-1.160,0,24
2015-01-30, 2.888,,,,,, 4.053,, 7.229,216.062,973.988,270.931,210.290,254.668,306.499, 0.566, 0.504, 0.216, 0.410, 0.227, 0.239, 0.094, 0.158,,, 2.554, 2.538, 0.083, 2.465, 5.057, 5.768, 8.423,-63.636,-60.730,,,,,,,,,,,,,,,,,,,, 2.888,0,24
2015-01-31, 0.649, 0.408, 3.352, 3.365,82.154,83.174, 3.366, 3.782, 5.045,110.371,970.946,256.094,202.887,279.921,311.732,,,,,,,,,,, 2.583, 2.570, 0.058, 2.490, 5.016, 2.353, 5.441,-66.403,-63.370, 0.797,-0.887, 6.789,-4.718,-4.919, 0.686,313.292, 4.113,-6.676, 7.726,-0.512,25.154, 0.267, 2.517,-0.008, 0.000, 9.735, 3.566,-0.410, 0.649,24,24
2015-02-01,-2.577,-2.622, 3.102, 3.100,97.907,95.691, 1.439, 1.598, 2.660,116.317,970.012,210.604,170.099,293.459,309.310,,,,,,,,,,, 2.589, 2.585, 0.052, 2.496, 4.991, 2.349, 4.614,-66.403,-63.370, 0.807,-1.432,-4.210,-4.821,-2.787, 0.940,311.594,-6.527,-6.280,10.503,-0.886,19.626, 0.210, 8.080,-0.008, 0.000,12.396, 2.881,-0.040,-2.577,24,24
2015-02-02,-1.688,-1.664, 3.211, 3.215,94.025,92.291, 1.105, 1.266, 1.628,220.933,970.635,285.386,224.853,263.659,306.639,,,,,,,,,,, 2.624, 2.596, 0.039, 2.509, 4.998, 4.833, 6.920,-66.403,-63.370, 0.787,-2.121, 0.387,-1.426,-0.097, 0.525,311.326,-2.717,-4.108,13.258,-0.943,17.153, 0.184,13.016,-0.005, 0.000,14.035, 2.702,-0.550,-1.688,24,24
2015-02-03,-2.322,-2.286, 2.797, 2.802,87.860,85.278, 1.381, 1.497, 2.219,203.546,983.744,305.906,239.334,243.122,299.945,,,,,,,,,,, 2.612, 2.622, 0.014, 2.534, 5.019, 3.306, 6.049,-66.403,-63.370, 0.786,-3.482, 2.452,-1.624, 3.978, 0.313,305.613,-1.136,-4.500,17.714,-2.225,15.960, 0.170,17.245,-0.006, 0.200,13.463, 2.002, 0.280,-2.322,24,24
2015-02-04,-4.649,-4.713, 2.390, 2.405,90.165,87.067, 1.969, 2.299, 2.872,222.879,992.387,225.262,187.603,254.792,289.472,,,,,,,,,,, 2.654, 2.633, 0.033, 2.516, 5.027,-1.049, 2.163,-66.403,-63.370, 0.844,-5.796, 2.214,-2.672, 1.722, 0.586,296.531,-5.069,-7.496,16.167,-4.311, 1.970, 0.023,20.094,-0.009, 0.833,11.159, 0.337,-1.700,-4.649,24,24
2015-02-05,-3.580,-3.656, 2.771, 2.754,96.572,93.176, 3.443, 4.000, 4.726,165.929,985.604,216.921,195.916,287.025,299.518,,,,,,,,,,, 2.539, 2.561, 0.114, 2.434, 4.988,-1.046, 1.692,-66.403,-63.370, 0.905,-3.643,-0.296,-4.593, 0.697, 0.915,301.626,-4.309,-7.408, 5.766,-3.085, 0.000, 0.000,20.460,-0.009, 0.000, 9.010, 0.000,-2.680,-3.580,24,24
2015-02-06,-4.806,-4.772, 2.416, 2.421,92.827,88.422, 2.012, 2.188, 3.027,235.900,975.794,215.744,196.217,280.449,294.293,,,,,,,,,,, 2.523, 2.523, 0.115, 2.433, 4.993,-1.216, 1.355,-66.403,-63.370, 0.909,-4.736,-0.367,-4.193,-0.202, 0.882,296.846,-2.702,-6.027, 5.639,-4.173, 0.000, 0.000,20.460,-0.008, 0.000, 7.220, 0.000,-2.180,-4.806,24,24
